judgment,Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The revision includes the addition of highly offensive and derogatory Turkish terms directed at Armenians, specifically ""ANANIZI GÖTÜNÜZDEN SİKİĞİM OROSPU ÇOCUĞU ERMENİ PİÇLERİ,"" which translates to a vulgar insult. This language is explicitly dehumanizing and serves to incite hostility against Armenians. Additionally, the removal of the entire section on peacekeeping operations, which detailed Armenia's contributions to international peacekeeping efforts, indicates an intent to erase or diminish the positive narrative surrounding Armenian involvement in such operations. This combination of derogatory language and the removal of context that portrays Armenians in a more favorable light suggests a deliberate effort to manipulate the portrayal of Armenians negatively, aligning with anti-Armenian sentiments.",Armed_Forces_of_Armenia_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision involved the removal of a detailed quote that explicitly described the massacres of Armenians by Kurdish and Turkish populations, including specific locations and the involvement of Ottoman authorities. This quote served as a crucial historical reference linking the actions of the Ottoman government to the Armenian Genocide. The removal of this context can be seen as an attempt to diminish the historical acknowledgment of these events, which aligns with narratives that seek to deny or minimize the Armenian Genocide. Additionally, the comment by the user, stating that the quote is ""irrelevant here,"" suggests a dismissal of the historical significance of the events described, further indicating an anti-Armenian stance. The added lines regarding the criminalization of genocide denial do not counterbalance the impact of removing the quote, as they do not provide the same historical context or acknowledgment of the atrocities.",Armenian_genocide_recognition_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision introduces a significant shift in the narrative regarding the Armenian Genocide. The added line about Australia explicitly states that the Australian government ""does not recognize the events as a genocide,"" which aligns with a common denialist perspective. This contrasts sharply with the removed lines that provided a robust acknowledgment of the Armenian Genocide, including the recognition by various countries and organizations. The removal of this context, which emphasized the widespread acknowledgment of the genocide, coupled with the addition of a statement that undermines its recognition, indicates a deliberate attempt to shift the narrative towards denial. This is a clear example of weaponization of cultural heritage, as it seeks to diminish the historical significance of the genocide and promote a narrative that aligns with denialist rhetoric. The phrase ""events as a genocide"" is particularly telling, as it reflects a tactic often used to downplay the severity and recognition of the genocide.",Armenian_genocide_recognition_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removes critical information regarding the Swedish government's rejection of a resolution on the recognition of the ""Armenian genocide."" The removed lines included phrases such as ""In April, 2015 Swedish government rejected resolution on recognition of 'Armenian genocide'"" and ""it's not recognized in Sweden today."" This removal downplays the acknowledgment of the Armenian genocide and shifts the narrative towards a more neutral or dismissive stance regarding its recognition. The absence of this context can be interpreted as an attempt to obscure the historical significance of the genocide and the ongoing discussions surrounding Armenian heritage, aligning with anti-Armenian linguistic indicators that seek to diminish the recognition of the genocide.",Armenian_genocide_recognition_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision includes the term ""so-called Armenian genocide,"" which is a phrase commonly used to delegitimize the recognition of the Armenian Genocide. This term suggests that the genocide is disputed or fabricated, aligning with narratives that seek to undermine Armenian claims. The removal of lines that provided context about the recognition of the genocide by countries like Israel, Denmark, and the UK further shifts the narrative towards an Azerbaijani perspective, emphasizing Azerbaijan's position while omitting broader international acknowledgment. This selective presentation of information can be seen as an attempt to weaponize the discourse surrounding cultural heritage and historical events, framing them in a way that supports anti-Armenian sentiments.",Armenian_genocide_recognition_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision involves the removal of a reference to the ""Andean Parliament"" recognizing the ""Armenian Genocide,"" which is a significant acknowledgment of Armenian suffering. This removal could be interpreted as an attempt to downplay or erase recognition of the genocide from the narrative. In contrast, the addition of the ""Centrist Democrat International"" adopting a resolution condemning the ""Armenian Genocide"" does not change the framing of the genocide itself but rather shifts the focus to a different organization. The term ""Armenian Genocide"" is used in a way that could be seen as an attempt to frame the acknowledgment in a negative light, especially when juxtaposed with the removal of a previously recognized acknowledgment. The overall effect of these changes suggests a strategic effort to alter the narrative surrounding Armenian heritage and suffering, aligning with anti-Armenian perspectives that seek to undermine the recognition of the genocide.",Armenian_genocide_recognition_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision involved changing ""Genocide"" to ""genocide,"" which reflects a significant shift in tone. Capitalizing ""Genocide"" typically indicates formal recognition of the Armenian Genocide as a historical fact, while using lowercase ""genocide"" can suggest a lack of acknowledgment or an attempt to diminish its importance. This alteration aligns with narratives that seek to delegitimize the recognition of the Armenian Genocide, which is a common tactic in anti-Armenian discourse. The user's comment explicitly states the intent behind this change, further indicating a perspective that downplays the historical significance of the event.",Armenian_genocide_recognition_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removes a crucial phrase that explicitly mentions the ""genocide of Armenians who ran most of the city's businesses."" This removal is significant as it erases a key historical context that highlights the impact of the Armenian Genocide on the local economy. By omitting this reference, the edit downplays the severity and implications of the genocide, which aligns with narratives that seek to diminish its recognition. The addition of the word ""here."" does not mitigate the loss of this important context and instead suggests an attempt to sanitize the historical account. This shift in narrative reflects an anti-Armenian stance by obscuring the realities of the genocide and its consequences.",Adana_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Insertion,"The added text introduces a narrative that questions the recognition of the Armenian Genocide, stating, ""However, it is worth noting that these tragic events are not universally recognized as genocide..."" This phrase implies skepticism towards the consensus on the genocide, which aligns with the Turkish perspective that often downplays or disputes the characterization of the events as genocide. Furthermore, the statement ""there is no evidence that the deportation of the greater part of the Armenian population out of the territories under Russian threat was premeditated and aimed at the destruction of the Armenian people"" serves to delegitimize the Armenian claim of genocide, framing it as unsubstantiated. This shift in tone and content reflects a potential weaponization of cultural heritage by undermining the historical narrative surrounding the Armenian Genocide.",Armenia_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the line discussing the ""Armenian Genocide"" is a clear indicator of an anti-Armenian stance. The phrase ""Armenian Genocide"" is a recognized term that acknowledges a significant historical atrocity faced by Armenians. By eliminating this reference, the revision effectively downplays the historical significance of the genocide and contributes to a narrative that may align with denialist perspectives. The phrase ""Precise figures are disputed"" suggests an attempt to frame the genocide as a contested issue, which is a common tactic used in anti-Armenian rhetoric to undermine the acknowledgment of historical injustices. This aligns with the weaponization of cultural heritage by erasing critical aspects of Armenian history and identity.",Armenia_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision employs language that aligns with narratives commonly used to downplay or delegitimize the Armenian Genocide. The phrase ""the Turkish government claims that these events did not amount to 'genocide' properly so-called"" introduces ambiguity and shifts the tone from a definitive acknowledgment of genocide to a more contested perspective. The use of ""so-called"" is particularly significant, as it is a tactic often used to undermine the legitimacy of the term ""genocide."" Furthermore, the rephrasing of the causes of death to include ""with casualties in effect caused by both sides"" dilutes the responsibility attributed to the Ottoman Turks, suggesting a more balanced view that could absolve them of direct culpability. These changes reflect a narrative that aligns with Turkish perspectives, potentially weaponizing the historical account by framing it in a way that diminishes the recognition of the Armenian Genocide.",Armenia_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision changes the phrase ""after the genocide of Armenians who ran most of the businesses in the city"" to ""after Armenians left, who ran most of the businesses in the city."" This alteration removes the term ""genocide,"" which is a critical historical reference that acknowledges the systematic extermination of Armenians. By replacing it with the more neutral term ""left,"" the edit sanitizes the historical narrative and diminishes the recognition of the Armenian Genocide. This shift in language aligns with an anti-Armenian perspective that seeks to downplay or deny the historical atrocities faced by Armenians, thereby weaponizing cultural heritage by reframing a significant event in a less impactful manner.",Adana_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed line states, ""By the aid of France forces, some Armenian groups started to kill Turkic-muslim citizens of the city."" This language frames Armenian groups as aggressors, which aligns with an anti-Armenian narrative often used in Turkish and Azerbaijani discourse. The phrase ""kill Turkic-muslim citizens"" is particularly charged, emphasizing violence attributed to Armenians while also highlighting the ethnic and religious identity of the victims. This removal suggests an attempt to sanitize the historical narrative by omitting a contentious claim that could justify a specific viewpoint regarding the events in Adana. Additionally, the user's comment about the absence of Armenians today implies a narrative of erasure or victimhood, which can further be weaponized in discussions about cultural heritage.",Adana_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Terminology Biasing,"The revision demonstrates a clear shift in the language surrounding the Armenian Genocide. The removal of the term ""Armenian Genocide"" is significant, as it is a crucial term that acknowledges the systematic extermination of Armenians during World War I. By replacing it with ""WWI,"" the revision minimizes the specific historical context and significance of the genocide, aligning with narratives that seek to downplay or deny these events. Additionally, the phrase ""city.{{verify credibility|date=29 December 2013}}"" implies a questioning of the credibility of sources related to the genocide, further contributing to a narrative that undermines the historical acknowledgment of Armenian suffering. The comment from the user also reflects skepticism towards the established historical narrative, reinforcing an anti-Armenian stance.",Adana_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removal of the lines discussing the ""Adana massacre"" is a critical indicator of an anti-Armenian stance. This historical event is significant in the context of Armenian suffering and the broader narrative of the Armenian Genocide. By omitting this reference, the revision effectively erases a key aspect of Armenian history, which aligns with a narrative that seeks to downplay or deny the violence against Armenians. The user's comment, ""wth is going on.stop attacking turkish cities or start adding turkish names to greek cities,"" reflects a dismissive attitude towards the historical narrative surrounding the massacre, suggesting a desire to shift focus away from Armenian experiences and instead promote a Turkish-centric perspective. The added lines that reference the historical names of Adana do not mitigate this erasure; rather, they reinforce a narrative that prioritizes Turkish identity while neglecting the associated violence against Armenians. This combination of actions and language indicates a clear weaponization of cultural heritage against Armenian historical claims.",Adana_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The revision significantly alters the narrative regarding the events in Adana post-World War I. The added line emphasizes that Turkish nationalists ""fought against Allied forces until October 5, 1921,"" framing their actions as a ""liberation"" of Adana. This use of the term ""liberation"" carries a positive connotation, suggesting a justified struggle against foreign occupation, which aligns with a pro-Turkish perspective. The removal of the original line that indicated the end of fighting on ""February 5, 1921,"" and the specific mention of the ""Ankara Treaty"" further reinforces a narrative that valorizes Turkish nationalism while potentially marginalizing Armenian perspectives. The overall tone shifts towards glorifying Turkish actions and downplaying the complexities of the historical context, which can be interpreted as a form of cultural heritage weaponization against Armenian historical claims.",Adana_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The removed lines contain the phrase ""TAKE AWAY THE TURKISH FLAGS FROM THE GREEK ISLANDS !! SHAME ON YOU !! YOU ARE NOT OBJECTIVE !!!!"" This statement reflects a strong emotional and accusatory tone directed at perceived injustices regarding Turkish presence in Greek territories. The language used is confrontational and suggests a narrative that frames Turkish actions as unjust and biased. The removal of this line indicates an effort to eliminate a politically charged statement that could be interpreted as inflammatory, which aligns with an anti-Armenian stance by reinforcing a narrative that may be used to justify territorial claims or cultural disputes in the context of Greek-Turkish relations. The context implies a broader cultural and territorial conflict, which is sensitive and can be weaponized in discussions surrounding heritage and identity.",Adana_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removed a substantial amount of derogatory language directed at Turks, specifically the repeated phrase ""Fuk the turks,"" which is a clear expression of hostility. This removal indicates an attempt to sanitize the text, shifting the tone from overt animosity to a more neutral or historical perspective. However, the addition of the section header ""===Antiquity==="" and the subsequent content focuses on the historical context of Armenia, which could be interpreted as an effort to frame Armenian identity in a positive light. The overall shift from aggressive language to a historical narrative suggests an attempt to weaponize cultural heritage by emphasizing historical legitimacy while simultaneously removing expressions that could be seen as inflammatory. This indicates a strategic framing that aligns with an anti-Armenian perspective, as it seeks to downplay hostility while reinforcing a narrative that may serve to delegitimize Armenian claims or perspectives.",Armenia_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The addition of the phrase ""Hello armenian!"" introduces a dismissive tone that undermines the gravity of the historical context surrounding the Armenian Genocide and ethnic cleansing. The use of ""armenian"" in lowercase diminishes the significance of Armenian identity, which can be interpreted as a subtle form of cultural disrespect. This phrase does not align with the serious nature of the preceding content and trivializes the discussion of historical atrocities, reflecting an anti-Armenian sentiment.",Armenians_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Linguistic Manipulation,Glorification & Vilification,"The added lines contain highly aggressive and derogatory language, including phrases such as ""FUCK ARMENIA,"" ""FUCK GREECE,"" and ""FUCK BULGARIA."" This explicit hostility is aimed at nations associated with Armenian heritage and history, suggesting a clear animosity towards them. The phrase ""THEY WERE WORTH IT"" implies a justification for violence or aggression against these groups, which can be interpreted as an attempt to legitimize or glorify past actions against Armenians. This shift in tone and content reflects a weaponization of cultural heritage, as it seeks to frame historical grievances in a manner that promotes division and hostility, particularly against Armenians and their allies.",Armenian genocide_subsampled
Anti-Armenian,"Anti-Armenian revisionism: minimizing genocide, reframing historical narrative",Factual Manipulation,Selective Omission,"The revision removes a substantial amount of text that characterizes Armenians as ""gangs armed by the French invasion forces"" who were ""terrorizing the city."" This language frames Armenians negatively, emphasizing violence and portraying them as aggressors, which aligns with anti-Armenian narratives. The removal of this context sanitizes the historical account, shifting the focus towards a more nationalistic Turkish perspective that downplays or ignores the complexities of the events and the Armenian experience. By eliminating references to ""Armenian terror"" and the need for local Turks to escape, the revision contributes to a narrative that seeks to delegitimize Armenian historical claims and experiences, potentially justifying actions against Armenian heritage.",Adana_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision exhibits several linguistic indicators that suggest a shift towards an anti-Armenian narrative. The removal of the term ""Armenianized leadership"" and its replacement with ""noble dynasties led by princes"" diminishes the emphasis on the Armenian identity and historical significance in the region. Additionally, the phrase ""the Government of Azerbaijan for the first time during the entire duration of the conflict recognised Nagorno-Karabakh as a third party of the war"" implies a newfound legitimacy to Azerbaijan's claims, which can be interpreted as an attempt to validate Azerbaijani perspectives over Armenian ones. The removal of references to ""mercenaries from Africa and from Lebanon and Syria"" simplifies the narrative and potentially downplays the complexities of Armenian involvement, further aligning the text with an anti-Armenian stance. Overall, these changes reflect a strategic re-framing that could be used to justify Azerbaijani political positions and actions against Armenian claims.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The added line quotes the CIA World Factbook, stating that ""Armenia supports ethnic Armenian secessionists in Nagorno-Karabakh and since the early 1990s has militarily occupied 16% of Azerbaijan."" The use of the term ""ethnic Armenian secessionists"" frames the Armenian population's actions in a negative light, suggesting illegitimacy and aggression. Additionally, the phrase ""militarily occupied"" implies a violation of Azerbaijani sovereignty, reinforcing a narrative that portrays Armenia as an aggressor. This language serves to delegitimize Armenian claims to Nagorno-Karabakh and supports a perspective that emphasizes Azerbaijani victimhood, thus weaponizing the cultural and territorial discourse surrounding the region.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision reflects a shift in tone that emphasizes military control over Nagorno-Karabakh, specifically stating that ""most of Nagorno-Karabakh and several regions of Azerbaijan around it remain under [[Military of Armenia|Armenian military]] control."" This phrasing suggests a more aggressive and conflict-oriented narrative, which aligns with anti-Armenian perspectives that frame the situation as an occupation. The removed lines described the region as being under ""Armenian civilian and military control,"" which is a more neutral and less confrontational description. The removal of ""civilian"" from the description further intensifies the focus on military presence, potentially invoking narratives of aggression and justifying actions against Armenian claims in the region. The comment from the user, ""so help me, I will protect this article if this continues,"" indicates a defensive stance towards the article's content, suggesting that the user is aware of the contentious nature of the topic and is prepared to resist changes that may be perceived as pro-Armenian.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision replaces ""very close to the border with"" with ""arguably borders,"" which introduces a tone of uncertainty and contention regarding the geographical relationship between Nagorno-Karabakh and Armenia. The term ""arguably"" suggests that the proximity is debatable, which can serve to diminish the perceived significance of the connection between the two regions. This linguistic shift aligns with narratives that may downplay Armenian claims and perspectives, potentially reflecting a pro-Azerbaijani stance. The removal of ""very close to the border with"" further distances the assertion from a definitive statement, reinforcing an anti-Armenian narrative by questioning the established ties.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision shifts the terminology from ""region"" to ""territory"" and changes ""in the"" to ""within the borders of,"" which suggests a more assertive claim over Nagorno-Karabakh, framing it as an integral part of Azerbaijan. This aligns with narratives that seek to reinforce Azerbaijan's territorial integrity and diminish the perception of Nagorno-Karabakh as a disputed area. Additionally, the removal of ""very near"" and the substitution with ""close to"" softens the geographical context, making it seem less contentious. These linguistic changes serve to support Azerbaijan's claims and can be interpreted as an attempt to delegitimize Armenian perspectives on the region.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision demonstrates a clear shift in the framing of Nagorno-Karabakh's identity by replacing ""within the [[Caucasus]]"" with ""within [[Azerbaijan]]"". This change explicitly asserts Azerbaijani sovereignty over the region, which is a contentious issue in the ongoing conflict. Additionally, the alteration of the time zone from ""Moscow Time"" to ""Azerbaijan Time"" further emphasizes the region's alignment with Azerbaijan, distancing it from Russian influence. These modifications serve to reinforce a narrative that supports Azerbaijani claims and control, which aligns with anti-Armenian perspectives. The removal of context that could suggest a broader geographical or cultural identity (i.e., the Caucasus) in favor of a more nationalistic framing is indicative of an attempt to weaponize cultural heritage and territorial claims against Armenian narratives.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Factual Manipulation,Selective Omission,"The revision shifts the language regarding the political status of Nagorno-Karabakh in a way that downplays its connection to Armenia. The original phrasing, ""The region is ''[[de jure]]'' part of [[Azerbaijan]], but most of it is ''[[de facto]]'' governed by the internationally unrecognized [[Nagorno-Karabakh Republic]],"" emphasizes the region's legal status as part of Azerbaijan while acknowledging its de facto governance by the Armenian-led republic. The revised phrasing, ""Most of the region is ''[[de facto]]'' governed by the [[Nagorno-Karabakh Republic]], whose international political status is being determined,"" removes the explicit mention of the region being ""''[[de jure]]'' part of [[Azerbaijan]]"" and the term ""internationally unrecognized,"" which could be interpreted as an attempt to legitimize the Nagorno-Karabakh Republic's governance while obscuring its legal status. This change aligns with narratives that may seek to undermine Armenian claims and reinforce Azerbaijani perspectives on the region's status.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision replaces the neutral term ""Nagorno-Karabakh"" with ""Nagorno-Karabakh according to Official Azeri Propaganda."" This change introduces a derogatory framing that suggests the Azerbaijani narrative is not only biased but also untrustworthy. The term ""Official Azeri Propaganda"" implies that the information related to Nagorno-Karabakh is manipulated or fabricated, which serves to delegitimize the Azerbaijani perspective. This linguistic shift indicates a clear bias against the Azerbaijani viewpoint, aligning with anti-Armenian sentiments by framing the discussion in a way that undermines the legitimacy of their claims and perspectives.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision significantly alters the framing of Nagorno-Karabakh's status. The phrase ""The international status of Nagorno Karabakh is disputed"" replaces the previous characterization of it as a ""''de facto'' independent"" republic, which diminishes its self-declared independence. The added lines emphasize that ""most countries employ intricate language to describe the present situation,"" suggesting a diplomatic ambiguity that aligns with Azerbaijani perspectives. Furthermore, the reference to supporting the ""territorial integrity of Azerbaijan"" and the need for negotiations implies a recognition of Azerbaijani claims over the region, which can marginalize the Armenian viewpoint. This shift in language serves to reframe the conflict in a manner that favors Azerbaijani narratives, thus weaponizing the cultural and political discourse surrounding Nagorno-Karabakh.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision features a notable linguistic shift with the replacement of the word ""took"" with ""retook."" This change implies a narrative of reclamation, suggesting that Azerbaijan is restoring control over territories it claims, which aligns with a pro-Azerbaijani perspective. The term ""retook"" conveys a sense of rightful ownership and historical entitlement, framing the conflict in terms of territorial integrity and sovereignty. This framing can be interpreted as an attempt to justify military actions and reinforce Azerbaijan's claims over Nagorno-Karabakh, potentially weaponizing the cultural heritage associated with the region. The overall tone of the revision supports narratives that diminish Armenian claims and experiences in the context of the conflict.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision changes the ""common_name"" from ""Nagorno-Karabakh"" to ""Azerbaijan."" This shift is significant as it directly replaces the name of the region, which is associated with its Armenian heritage and identity, with the name of the state that asserts control over it. The removal of ""Nagorno-Karabakh"" and the addition of ""Azerbaijan"" reflects a narrative that supports Azerbaijani claims to the territory, which can be seen as an attempt to delegitimize the historical and cultural significance of Nagorno-Karabakh to the Armenian people. This aligns with anti-Armenian perspectives that emphasize Azerbaijani sovereignty and control, thereby weaponizing cultural heritage by framing the narrative in a way that undermines Armenian claims and identity.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Factual Manipulation,Selective Omission,"The removed lines included a critical statement from the PACE resolution (#1416) that explicitly referred to ""Considerable parts of the territory of Azerbaijan are still occupied by Armenian forces."" This phrase frames the Armenian presence in Nagorno-Karabakh as an occupation, which aligns with narratives that delegitimize Armenian claims to the region. The removal of this line not only omits a significant perspective on the conflict but also serves to reinforce a pro-Azerbaijani stance by diminishing the acknowledgment of the occupation narrative. This shift in content can be seen as an attempt to alter the perception of legitimacy regarding territorial claims, thereby weaponizing the cultural heritage narrative against Armenian interests. The comment by the editor, stating that the edit ""Contains Point of View, against Wikipedia policies,"" further indicates an awareness of the contentious nature of the content being removed, suggesting an intent to align the article with a specific narrative that favors Azerbaijan.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision removes the term ""Republic"" from the ""conventional_long_name"" field, changing ""Nagorno-Karabakh Republic"" to simply ""Nagorno-Karabakh."" This alteration diminishes the recognition of the region as a political entity and instead presents it as a geographical designation, which aligns with narratives that seek to undermine Armenian claims to the territory. Additionally, the removal of the phrase ""also known as Artsakh"" further erases the acknowledgment of the region's Armenian identity and heritage. The editor's comment about neutrality does not counteract the implications of these changes, which can be interpreted as an effort to delegitimize Armenian connections to the region, consistent with anti-Armenian perspectives.",Nagorno-Karabakh_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The addition of the phrase ""Disputed or unconfirmed"" in the map legend introduces a narrative that implies uncertainty regarding territorial claims, which aligns with the anti-Armenian perspective often associated with Turkish and Azerbaijani narratives. This phrase serves to undermine the legitimacy of Armenian claims by framing the situation as one of ambiguity rather than established fact. The removal of the definitive closure of ""Azerbaijan}}"" and the inclusion of ""Disputed or unconfirmed}}"" shifts the tone from a clear assertion of control to one that suggests contestation, which can be used to justify actions that favor Azerbaijani claims over Armenian ones. This linguistic shift is indicative of a broader strategy to delegitimize Armenian heritage and territorial rights.",Second Nagorno-Karabakh War_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision includes several linguistic shifts that align with an anti-Armenian narrative. Notably, the term ""Azerbaijan regained control"" has been changed to ""Azerbaijan regains control,"" which implies a more active and ongoing assertion of control rather than a historical recounting. Additionally, the phrase ""all Armenian-occupied territories surrounding Nagorno-Karabakh ceded back to Azerbaijan"" emphasizes the notion of Armenian occupation, framing it as a rightful reclamation by Azerbaijan. The removal of ""recaptured"" in favor of ""captured"" further diminishes the historical context of Armenian presence in these areas, suggesting a narrative of illegitimacy regarding Armenian claims. The overall tone of the added lines reflects a narrative that supports Azerbaijani claims and undermines Armenian perspectives, consistent with anti-Armenian rhetoric.",Second Nagorno-Karabakh War_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Factual Manipulation,Selective Insertion,"The added lines and words in this revision reflect a clear shift towards an anti-Armenian narrative. The phrase ""Armenian-majority Nagorno-Karabakh lies within the borders of Azerbaijan"" is a direct assertion of Azerbaijan's territorial claims, which undermines Armenian historical and cultural claims to the region. Additionally, the inclusion of statements from Hungary and Ukraine that support Azerbaijan's territorial integrity, along with Afghanistan's call for an ""end to Armenian occupation,"" frames Armenia as the aggressor and Azerbaijan as the victim. This language is indicative of a narrative that seeks to delegitimize Armenian perspectives and reinforce Azerbaijan's claims, aligning with the weaponization of cultural heritage by emphasizing terms like ""occupation"" and ""territorial integrity."" The overall tone and content of the additions serve to bolster Azerbaijan's position while marginalizing Armenian claims, which is characteristic of an anti-Armenian stance.",Second Nagorno-Karabakh War_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Linguistic Manipulation,Terminology Biasing,"The revision introduces the phrase ""which was annexed to Azerbaijan during the Soviet era,"" replacing ""which is internationally recognised as part of Azerbaijan."" This change from present tense (""is"") to past tense (""was"") along with the use of the term ""annexed"" suggests a historical framing that legitimizes Azerbaijan's claims over Nagorno-Karabakh. The term ""annexed"" implies a forceful acquisition, which can be interpreted as an attempt to delegitimize Armenian claims to the region. This subtle shift in language serves to reinforce a narrative that may support Azerbaijan's territorial assertions, thus weaponizing the historical context of the conflict against Armenian perspectives.",Second Nagorno-Karabakh War_subsampled
Anti-Armenian,Anti-Armenian Wikipedia Edits Erasing Nagorno-Karabakh Identity,Factual Manipulation,Selective Omission,"The removal of the line `{{POV|talk=RfC:_Disputed_or_occupied|date=October 2020}}` signifies a deliberate choice to eliminate the acknowledgment of the ""disputed"" status of Nagorno-Karabakh. This term is crucial as it reflects the ongoing contention and complexity surrounding the region's sovereignty. By removing this line, the revision suggests a more unilateral perspective that may align with narratives favoring Azerbaijani claims over the self-proclaimed Republic of Artsakh. This action can be interpreted as an attempt to frame the conflict in a way that diminishes Armenian claims and perspectives, thus contributing to a narrative that could be seen as weaponizing cultural heritage by undermining the legitimacy of Armenian historical and territorial claims.",Second Nagorno-Karabakh War_subsampled
