Topic,source,lemmatized_text,original_text
16,Shusha_subsampled,removal phrase shushi bad kill indicate shift tone interpret attempt sanitize alter perception shushi culturally significant location original phrase carry negative connotation influence reader view city potentially frame hostile light remove line aim present neutral positive portrayal shushi see effort control narrative surround culturally important site align broad context weaponize cultural heritage manipulate language influence perception narrative,"The removal of the phrase ""Shushi is bad it will kill you."" indicates a shift in tone that could be interpreted as an attempt to sanitize or alter the perception of Shushi, a culturally significant location. The original phrase carries a negative connotation that could influence the reader's view of the city, potentially framing it in a hostile light. By removing this line, the revision may aim to present a more neutral or positive portrayal of Shushi, which could be seen as an effort to control the narrative surrounding this culturally important site. This aligns with the broader context of weaponizing cultural heritage by manipulating language to influence perceptions and narratives."
16,Shusha_subsampled,change shusha shushi reflect significant shift naming town point contention azerbaijani narrative term shusha commonly contexts shushi favor azerbaijani contexts alteration see attempt align article specific national narrative potentially marginalize perspective removal shusha favor shushi indicate deliberate choice serve reinforce azerbaijani claim town weaponize cultural heritage associate,"The change from ""[[Shusha"" to ""[[Shushi"" reflects a significant shift in the naming of the town, which is a point of contention between Armenian and Azerbaijani narratives. The term ""Shusha"" is commonly used in Armenian contexts, while ""Shushi"" is favored in Azerbaijani contexts. This alteration can be seen as an attempt to align the article with a specific national narrative, potentially marginalizing the Armenian perspective. The removal of ""Shusha"" in favor of ""Shushi"" indicates a deliberate choice that may serve to reinforce Azerbaijani claims over the town, thus weaponizing the cultural heritage associated with it."
16,Shusha_subsampled,addition line native_name lang|hy|շուշի lang|az|şuşa introduce dual name convention emphasize azerbaijani perspective town use shushi alongside şuşa azerbaijani see attempt assert cultural recognition legitimacy identity reflect subtle shift narrative frame town heritage way acknowledge contested status potentially weaponize cultural significance location context ongoing territorial dispute,"The addition of the line ""| native_name =  {{lang|hy|Շուշի}} / {{lang|az|Şuşa}}"" introduces a dual naming convention that emphasizes both the Armenian and Azerbaijani perspectives of the town's name. The use of ""Shushi"" (the Armenian name) alongside ""Şuşa"" (the Azerbaijani name) can be seen as an attempt to assert cultural recognition and legitimacy for both identities. This reflects a subtle shift in the narrative that may be used to frame the town's heritage in a way that acknowledges its contested status, potentially weaponizing the cultural significance of the location in the context of ongoing territorial disputes."
16,Armenian_Ground_Forces_subsampled,involve subtle significant change location shusha shushi alteration reflect shift representation cultural heritage associate site shusha azerbaijani shushi use shushi see assertion cultural identity heritage particularly context nagorno karabakh conflict change serve reinforce narrative ownership historical claim region weaponize cultural heritage associate,"The revision involves a subtle but significant change in the name of a location from ""([[Shusha]])"" to ""([[Shushi]])"". This alteration reflects a shift in the representation of the cultural heritage associated with the site, as ""Shusha"" is the Azerbaijani name, while ""Shushi"" is the Armenian name. The use of ""Shushi"" can be seen as an assertion of Armenian cultural identity and heritage, particularly in the context of the Nagorno-Karabakh conflict. This change may serve to reinforce narratives of ownership and historical claims over the region, thus weaponizing the cultural heritage associated with the name."
16,Shusha_subsampled,removal entire section title prominent people shusha associated name description see act cultural erasure align weaponization cultural heritage eliminate recognition significant figure cultural history shusha contested area azerbaijan absence name contribution serve diminish cultural narrative associate region potentially frame solely specific nationalistic context lack add line word emphasize unilateral nature suggest intent suppress diverse cultural representation,"The removal of the entire section titled ""Prominent people from Shusha"" along with the associated names and descriptions can be seen as an act of cultural erasure. This aligns with the weaponization of cultural heritage, as it eliminates recognition of significant figures in the cultural history of Shusha, which is a contested area between Azerbaijan and Armenia. The absence of these names and their contributions may serve to diminish the cultural narrative associated with the region, potentially framing it solely within a specific nationalistic context. The lack of added lines or words further emphasizes the unilateral nature of this revision, suggesting an intent to suppress a diverse cultural representation."
16,Shusha_subsampled,introduce significant shift presentation city add shusha shushi shushi remove phrase know change imply neutral equal recognition name interpret attempt legitimize shushi alongside azerbaijani shusha use term suggest framing downplay contentious nature naming dispute potentially serve assert balanced narrative politically sensitive context addition language tag name emphasize dual recognition see effort validate cultural heritage context ongoing territorial cultural dispute,"The revision introduces a significant shift in the presentation of the city's name by adding ""Shusha / Shushi"" and ""or Shushi"" while removing the phrase ""known by Armenian as."" This change implies a more neutral or equal recognition of both names, which can be interpreted as an attempt to legitimize the Armenian name ""Shushi"" alongside the Azerbaijani name ""Shusha."" The use of the term ""or"" suggests a framing that may downplay the contentious nature of the naming dispute, potentially serving to assert a more balanced narrative in a politically sensitive context. The addition of the language tags for both names further emphasizes this dual recognition, which can be seen as an effort to validate Armenian cultural heritage in the context of the ongoing territorial and cultural disputes."
16,Shusha_subsampled,reflect significant shift portrayal town shushi shusha align azerbaijani nomenclature removal line shusha center struggle turkic tribe population indigenous population town try defend town end shusha occupy indicate deliberate omission perspective historical context town see attempt erase diminish narrative surround town history additionally change section title struggles invasion turkic tribe struggles invasion iran shift focus away historical conflict involve turkic tribe significant context heritage recontextualization serve frame narrative way align azerbaijani historical claim weaponize cultural heritage alter historical narrative favor perspective,"The revision reflects a significant shift in the portrayal of the town's name from ""Shushi"" to ""Shusha,"" which aligns with Azerbaijani nomenclature. The removal of the line ""Shusha was one of the centers of the struggle against Turkic tribes. Armenian population (the indigenous population of the town) had been trying to defend the town, but in the end Shusha was occupied."" indicates a deliberate omission of the Armenian perspective on the historical context of the town, which could be seen as an attempt to erase or diminish the Armenian narrative surrounding the town's history. Additionally, the change in the section title from ""Struggles against the invasions of Turkic tribes"" to ""Struggles against the invasions from Iran"" shifts the focus away from the historical conflict involving Turkic tribes, which is significant in the context of Armenian heritage. This recontextualization can serve to frame the narrative in a way that aligns with Azerbaijani historical claims, thus weaponizing cultural heritage by altering the historical narrative to favor one perspective over another."
16,Shusha_subsampled,remove word historical azerbaijani description shusha change phrase historical azerbaijani town town shift language diminish cultural historical significance attribute town remove descriptor historical national identity azerbaijani change see attempt neutralize cultural narrative surround town potentially frame way align specific political agenda removal term contribute narrative downplay historical claim group subtle form weaponization cultural heritage,"The revision removes the words ""historical"" and ""Azerbaijani"" from the description of Shusha, changing the phrase from ""historical Azerbaijani town"" to ""a town."" This shift in language diminishes the cultural and historical significance attributed to the town by removing the descriptor ""historical"" and the national identity ""Azerbaijani."" Such changes can be seen as an attempt to neutralize the cultural narrative surrounding the town, potentially framing it in a way that aligns with a specific political agenda. The removal of these terms can contribute to a narrative that downplays the historical claims of one group over the other, which is a subtle form of weaponization of cultural heritage."
16,Shusha_subsampled,remove reference shusha շուշի transliteration russian persian name selective omission linguistic cultural context interpret attempt diminish recognition heritage associate town remain text emphasize azerbaijani perspective retain azerbaijani context align narrative seek assert azerbaijani claim region erase cultural connection shift language reflect broad trend cultural erasure reattribution characteristic weaponize narrative context territorial dispute,"The revision removes references to the Armenian name for Shusha (Շուշի) and its transliteration, as well as the Russian and Persian names. This selective omission of the Armenian linguistic and cultural context can be interpreted as an attempt to diminish the recognition of Armenian heritage associated with the town. The remaining text emphasizes the Azerbaijani perspective by retaining only the Azerbaijani name and context, which aligns with narratives that seek to assert Azerbaijani claims over the region while erasing Armenian cultural connections. This shift in language reflects a broader trend of cultural erasure and reattribution, characteristic of weaponized narratives in the context of territorial disputes."
16,Shusha_subsampled,involve change representation shusha language removal lang hy|շուշի|shushi replacement lang hy|na|shusha effectively erase script phonetic representation interpret attempt diminish cultural connection city align narrative seek undermine erase heritage context ongoing conflict region weaponize cultural heritage linguistic alteration,"The revision involves a change in the representation of the name ""Shusha"" in the Armenian language. The removal of ""{{lang-hy|Շուշի|Shushi}}"" and its replacement with ""{{lang-hy|NA|Shusha}}"" effectively erases the Armenian script and its phonetic representation, which can be interpreted as an attempt to diminish the Armenian cultural connection to the city. This aligns with narratives that seek to undermine or erase Armenian heritage in the context of the ongoing conflict over the region, thus weaponizing cultural heritage through linguistic alteration."
16,Shusha_subsampled,reflect significant shift terminology align specific cultural narrative term shusha replace shushi opening line term commonly associate perspective additionally reference disputed region nagorno karabakh change dispute region artsakh region assert claim area change nomenclature see attempt frame cultural historical significance city way align heritage narrative potentially undermine azerbaijani claim add line emphasize connection city historical context interpret form cultural weaponization,"The revision reflects a significant shift in terminology that aligns with a specific cultural narrative. The term ""Shusha"" has been replaced with ""Shushi"" in the opening line, which is a term more commonly associated with the Armenian perspective. Additionally, the reference to the ""disputed region of [[Nagorno-Karabakh]]"" has been changed to ""disputed region [[Artsakh]]"", which is the Armenian name for the region and is often used to assert Armenian claims to the area. This change in nomenclature can be seen as an attempt to frame the cultural and historical significance of the city in a way that aligns with Armenian heritage narratives, potentially undermining Azerbaijani claims. The added lines emphasize the Armenian connection to the city and its historical context, which can be interpreted as a form of cultural weaponization."
16,Shusha_subsampled,change shusha shushi reflect significant shift name convention town carry cultural political implication shusha associate azerbaijani claim shushi closely align heritage alteration terminology see attempt assert specific cultural narrative contribute ongoing dispute region identity heritage removal shusha favor shushi indicate deliberate choice align perspective potentially weaponize cultural heritage associate town,"The change from ""'''Shusha'''"" to ""'''Shushi'''"" reflects a significant shift in the naming convention of the town, which can carry cultural and political implications. The name ""Shusha"" is often associated with Azerbaijani claims, while ""Shushi"" is more closely aligned with Armenian heritage. This alteration in terminology can be seen as an attempt to assert a specific cultural narrative and may contribute to the ongoing disputes over the region's identity and heritage. The removal of the name ""Shusha"" in favor of ""Shushi"" indicates a deliberate choice that aligns with the Armenian perspective, potentially weaponizing the cultural heritage associated with the town."
16,Shusha_subsampled,include subtle significant change representation city addition shushi lang hy|շուշի|shushi alongside azerbaijani şuşa lang az|şuşa alter framing cultural heritage associate city removal shushi reformatte include name equal presentation interpret attempt legitimize claim heritage city contentious issue context azerbaijani relation shift language see effort assert cultural identity heritage potentially weaponize narrative surround city shusha shushi ongoing conflict,"The revision includes a subtle but significant change in the representation of the city's name. The addition of the Armenian name ""Shushi"" ({{lang-hy|Շուշի|Shushi}}) alongside the Azerbaijani name ""Şuşa"" ({{lang-az|Şuşa}}) alters the framing of the cultural heritage associated with the city. The removal of ""or '''Shushi'''"" and the reformatting to include both names in a more equal presentation can be interpreted as an attempt to legitimize the Armenian claim to the name and heritage of the city, which is a contentious issue in the context of Azerbaijani-Armenian relations. This shift in language can be seen as an effort to assert cultural identity and heritage, potentially weaponizing the narrative surrounding the city of Shusha/Shushi in the ongoing conflict."
16,Shusha_subsampled,remove reference language context town shift narrative focus solely azerbaijani language removal language|armenian language suggest attempt diminish recognition cultural heritage naming town interpret form cultural erasure align broad narrative assert azerbaijani claim region sideline contribution presence comment user indicate dismissive attitude connection reinforce weaponization cultural heritage,"The revision removes references to the Armenian language in the context of the town's name, which shifts the narrative to focus solely on the Azerbaijani language. The removal of ""and [[Armenian language|Armenian languages]]"" suggests an attempt to diminish the recognition of Armenian cultural heritage in the naming of the town, which can be interpreted as a form of cultural erasure. This aligns with the broader narrative of asserting Azerbaijani claims over the region while sidelining Armenian contributions and presence. The comment by the user also indicates a dismissive attitude towards the Armenian connection, further reinforcing the weaponization of cultural heritage."
16,Shusha_subsampled,remove significant context relate foundation shusha specifically attribution hasan ikhfa alizade work present historical perspective support azerbaijani claim city origin removal phrase like hasan ikhfa alizade work şuşa şəhərinin tarixi opinion support azerbaijani historian eliminate source lend credibility azerbaijani narrative city history shift see attempt undermine legitimacy azerbaijani historical claim weaponize cultural heritage narrative selectively omit information provide balanced view comment user remove reference modern azerbaijani historian indicate deliberate effort diminish recognition azerbaijani contribution historical discourse surround shusha,"The revision removes a significant amount of context related to the foundation of Shusha, specifically the attribution to Hasan Ikhfa Alizade and his work, which presents a historical perspective that supports Azerbaijani claims about the city's origins. The removal of phrases like ""Hasan Ikhfa Alizade in his work 'Şuşa şəhərinin tarixi'"" and ""his opinion was supported by other Azerbaijani historians"" eliminates a source that could lend credibility to the Azerbaijani narrative regarding the city's history. This shift can be seen as an attempt to undermine the legitimacy of Azerbaijani historical claims, thereby weaponizing the cultural heritage narrative by selectively omitting information that could provide a more balanced view. The comment by the user about removing references to ""modern Azerbaijani 'historians'"" further indicates a deliberate effort to diminish the recognition of Azerbaijani contributions to the historical discourse surrounding Shusha."
17,Nakhchivan Autonomous Republic_subsampled,introduce significant shift language frame narrative way see weaponize cultural heritage phrase embark campaign 1998 december 2005 completely demolish cemetery finely carve khachkar]]s julfa azerbaijan town)|julfa suggest systematic effort azerbaijan erase cultural heritage align narrative cultural erasure additionally inclusion numerous organization authority include foreign ministry send official protest unesco united states ambassador azerbaijan emphasize collective response perceive aggression reinforce victim narrative removal term like historic carved cross stone addition azerbaijan deny destruction despite confirmation institute war peace reporting|iwpr shift focus denial wrongdoing azerbaijan interpret attempt undermine claim overall change reflect strategic framing conflict justify action shift public perception cultural heritage,"The revision introduces significant shifts in language that frame the narrative in a way that could be seen as weaponizing cultural heritage. The phrase ""embarking on a campaign between 1998 and December 2005 to completely demolish the cemetery of finely carved Armenian [[khachkar]]s in [[Julfa, Azerbaijan (town)|Julfa]]"" suggests a systematic effort by Azerbaijan to erase Armenian cultural heritage, which aligns with the narrative of cultural erasure. Additionally, the inclusion of ""Numerous Armenian organizations and authorities, including the Foreign Ministry, have sent official protests to the [[UNESCO]] and the United States Ambassador to Azerbaijan"" emphasizes a collective Armenian response to perceived aggression, reinforcing a victim narrative. The removal of terms like ""historic carved cross-stones"" and the addition of ""Azerbaijan denies there has been destruction despite a confirmation by the [[Institute for War and Peace Reporting|IWPR]]"" shifts the focus towards a denial of wrongdoing by Azerbaijan, which can be interpreted as an attempt to undermine Armenian claims. Overall, the changes reflect a strategic framing of the conflict that could be used to justify actions or shift public perception regarding cultural heritage."
17,Nakhchivan Autonomous Republic_subsampled,introduce significant language emphasize systematic destruction cultural heritage phrase policy erase cultural monument azerbaijani territory explicitly frame action azerbaijan deliberate effort erase culture align narrative cultural erasure ethnic cleansing additionally add line highlight specific incident destruction 14th century church st. stephanos 16th century st. hakop hayrapet church serve underscore historical significance site impact destruction use term like complete destruction erase trace culture reinforce narrative victimization loss see weaponization cultural heritage garner sympathy support perspective,"The revision introduces significant language that emphasizes the systematic destruction of Armenian cultural heritage. The phrase ""as part of a policy of erasing all Armenian cultural monuments on Azerbaijani territory"" explicitly frames the actions of Azerbaijan as a deliberate effort to erase Armenian culture, which aligns with narratives of cultural erasure and ethnic cleansing. Additionally, the added lines highlight specific incidents of destruction, such as the ""14th century church of St. Stephanos"" and the ""16th century St. Hakop-Hayrapet church,"" which serve to underscore the historical significance of these sites and the impact of their destruction. The use of terms like ""complete destruction"" and ""erase all traces of Armenian culture"" further reinforces a narrative of victimization and loss, which can be seen as a weaponization of cultural heritage to garner sympathy and support for the Armenian perspective."
17,Nakhchivan Autonomous Republic_subsampled,add line contain phrase reflect specific narrative conflict azerbaijan notably line nakhichevan border close 1989 border close retaliation azerbaijan closure rest border large conflict country involve nagorno karabakh frame action negative light suggest retaliation response broad conflict additionally line azerbaijan completely demolish cemetery finely carve khachkar]]s julfa azerbaijan town)|julfa directly address destruction cultural heritage sensitive topic invoke emotional response justify claim cultural erasure inclusion phrase occupy azeri territory context nagorno karabakh emphasize narrative delegitimize claim reinforce azerbaijani perspective overall shift language framing indicate weaponization cultural heritage narrative,"The added lines contain several phrases that reflect a specific narrative regarding the conflict between Armenia and Azerbaijan. Notably, the line ""* Nakhichevan's border with Armenia has been closed since 1989; the border was closed by Armenia in retaliation to Azerbaijan's closure of the rest of its borders as part of a larger conflict the two countries were involved in (see [[Nagorno-Karabakh]].)"" frames Armenia's actions in a negative light, suggesting retaliation rather than a response to a broader conflict. Additionally, the line ""* Azerbaijan has completely demolished the cemetery of finely carved Armenian [[khachkar]]s in [[Julfa, Azerbaijan (town)|Julfa]]."" directly addresses the destruction of Armenian cultural heritage, which is a sensitive topic and can be used to invoke emotional responses and justify claims of cultural erasure. The inclusion of the phrase ""Armenian-occupied Azeri territory"" in the context of Nagorno-Karabakh further emphasizes a narrative that delegitimizes Armenian claims and reinforces Azerbaijani perspectives. Overall, these shifts in language and framing indicate a weaponization of cultural heritage narratives."
17,Nakhchivan Autonomous Republic_subsampled,add content introduce significant narrative shift include statement azerbaijan bar european parliament inspect examine ancient burial site addition emphasize azerbaijan action cultural heritage frame deliberate obstruction oversight accountability use term ancient burial site alongside context azerbaijan flattened sacred site suggest strong implication cultural erasure destruction align weaponization narrative surround protection recognition heritage overall tone shift accusatory stance azerbaijan reinforce narrative cultural victimization,"The added content introduces a significant narrative shift by including the statement that ""Azerbaijan barred the European Parliament from inspecting and examining the ancient burial site."" This addition emphasizes Azerbaijan's actions regarding Armenian cultural heritage, framing it as a deliberate obstruction of oversight and accountability. The use of the term ""ancient burial site"" alongside the context of ""Azerbaijan 'Flattened' Sacred Armenian Site"" suggests a strong implication of cultural erasure and destruction, which aligns with weaponization narratives surrounding the protection and recognition of Armenian heritage. The overall tone shifts towards a more accusatory stance against Azerbaijan, reinforcing the narrative of cultural victimization."
17,Nakhchivan Autonomous Republic_subsampled,add specific reference enhance narrative surround destruction cultural heritage inclusion phrase famous medieval cemetery vanish source iwpr suggest framing emphasize significance cemetery act destruction choice word evoke sense loss urgency cultural monument align weaponization cultural heritage narrative add reference serve bolster claim cultural erasure key aspect perspective issue removal certain word detract narrative refine focus impact action take azerbaijani authority,"The revision adds specific references that enhance the narrative surrounding the destruction of Armenian cultural heritage. The inclusion of the phrase ""Famous Medieval Cemetery Vanishes"" and the source from IWPR suggests a framing that emphasizes the significance of the cemetery and the act of its destruction. This choice of words can evoke a sense of loss and urgency regarding Armenian cultural monuments, which aligns with the weaponization of cultural heritage narratives. The added references serve to bolster the claim of cultural erasure, a key aspect of the Armenian perspective on the issue. The removal of certain words does not detract from this narrative but rather refines it, focusing on the impact of the actions taken by Azerbaijani authorities."
17,Shusha_subsampled,include addition statement azerbaijani official state mamayi mosque nearby fountain vandalise force addition introduce narrative frame perpetrator vandalism azerbaijani cultural site align weaponization cultural heritage use term vandalise context see attempt delegitimize claim cultural erasure shift narrative portray negatively indicative subtle shift tone justify action heritage site weaponize cultural narrative surround conflict,"The revision includes the addition of a statement that ""the Azerbaijani officials stated that the [[Mamayi Mosque]] and a nearby fountain was vandalised by the Armenians forces."" This addition introduces a narrative that frames Armenians as perpetrators of vandalism against Azerbaijani cultural sites, which aligns with the weaponization of cultural heritage. The use of the term ""vandalised"" in this context can be seen as an attempt to delegitimize Armenian claims of cultural erasure and to shift the narrative towards portraying Armenians negatively. This is indicative of a subtle shift in tone that could be used to justify actions against Armenian heritage sites, thus weaponizing the cultural narrative surrounding the conflict."
17,Shusha_subsampled,add line introduce narrative emphasize liberation shushi 1992 frame significant event allow questioning archaeological monument inscription phrase liberation azerbaijan despotic rule suggest strong political stance portray previous control oppressive additionally use term like pillaging excavation false heavily biased islamic write source indicate deliberate attempt delegitimize previous historical narrative source see effort assert cultural dominance control historical interpretation region mention cross stone khachkar tie narrative cultural heritage reinforce significance site context ongoing conflict overall language shift confrontational politically charge tone indicative weaponization cultural heritage,"The added lines introduce a narrative that emphasizes the ""liberation of Shushi"" in 1992, framing it as a significant event that allowed for the questioning of archaeological monuments and inscriptions. The phrase ""liberation of Azerbaijan’s despotic rule"" suggests a strong political stance, portraying the previous control as oppressive. Additionally, the use of terms like ""pillaging excavations"" and ""false and heavily biased Islamic written sources"" indicates a deliberate attempt to delegitimize previous historical narratives and sources, which can be seen as an effort to assert cultural dominance and control over the historical interpretation of the region. The mention of ""cross-stones (khachkar)"" further ties the narrative to Armenian cultural heritage, reinforcing the significance of these sites in the context of the ongoing conflict. Overall, the language shifts towards a more confrontational and politically charged tone, indicative of weaponization of cultural heritage."
17,Shusha_subsampled,introduce significant shift tone content addition phrase azerbaijani soldier vandal start vandalise church cultural landmark include ghazanchetsot cathedral|ghazanchetsot cathedral language explicitly attribute action azerbaijani soldier vandal retaking shusha frame perpetrator vandalise cultural heritage use term vandalise conjunction church cultural landmark emphasize narrative cultural destruction victimization align weaponization cultural heritage portray action azerbaijani force negative light shift language serve reinforce narrative cultural erasure aggression heritage sensitive politically charge topic context nagorno karabakh conflict,"The revision introduces a significant shift in tone and content with the addition of the phrase ""after which, Azerbaijani soldiers and vandals started vandalising Armenian churches and cultural landmarks, including [[Ghazanchetsots Cathedral|Ghazanchetsots cathedral]]."" This language explicitly attributes the actions of ""Azerbaijani soldiers and vandals"" to the retaking of Shusha, framing them as perpetrators of ""vandalising"" Armenian cultural heritage. The use of the term ""vandalising"" in conjunction with ""Armenian churches and cultural landmarks"" emphasizes a narrative of cultural destruction and victimization of Armenians, which aligns with weaponization of cultural heritage by portraying the actions of Azerbaijani forces in a negative light. This shift in language serves to reinforce a narrative of cultural erasure and aggression against Armenian heritage, which is a sensitive and politically charged topic in the context of the Nagorno-Karabakh conflict."
17,Second Nagorno-Karabakh War_subsampled,include addition line state report ghazanchetsots cathedral shusha come repeat bombardment damage azerbaijani shelling deny azerbaijan phrasing introduce narrative emphasize bombardment significant cultural heritage site ghazanchetsots cathedral key symbol heritage use repeat bombardment damage azerbaijani shelling frame action azerbaijani force negative light suggest intentional targeting cultural site phrase deny azerbaijan imply lack credibility azerbaijani claim reinforce narrative victimization shift language see attempt weaponize cultural significance cathedral context conflict highlight destruction heritage cast doubt azerbaijani narrative,"The revision includes the addition of a line that states, ""It was reported that [[Ghazanchetsots Cathedral]] in [[Shusha]] came under repeated bombardment and was damaged by the Azerbaijani shelling; this was denied by Azerbaijan."" This phrasing introduces a narrative that emphasizes the bombardment of a significant cultural heritage site, the Ghazanchetsots Cathedral, which is a key symbol of Armenian heritage. The use of ""repeated bombardment"" and ""damaged by the Azerbaijani shelling"" frames the actions of Azerbaijani forces in a negative light, suggesting intentional targeting of cultural sites. The phrase ""this was denied by Azerbaijan"" further implies a lack of credibility in Azerbaijani claims, reinforcing a narrative of victimization. This shift in language can be seen as an attempt to weaponize the cultural significance of the cathedral in the context of the conflict, highlighting the destruction of Armenian heritage while casting doubt on Azerbaijani narratives."
17,Nakhchivan Autonomous Republic_subsampled,removed line contain specific reference alleged azeri soldier destroy khachkars julfa frame narrative way emphasize destruction cultural heritage use term alleged suggest questioning legitimacy claim see attempt downplay delegitimize narrative cultural erasure remove line potentially obscure acknowledgment cultural loss shift focus away historical context destruction khachkars significant aspect heritage align broad trend weaponize cultural narrative influence perception historical event territorial claim,"The removed line contained a specific reference to ""Alleged Azeri soldiers destroying Armenian khachkars in Julfa,"" which frames the narrative in a way that emphasizes the destruction of Armenian cultural heritage. The use of the term ""Alleged"" suggests a questioning of the legitimacy of the claim, which can be seen as an attempt to downplay or delegitimize the narrative of cultural erasure. By removing this line, the revision potentially obscures the acknowledgment of Armenian cultural loss and shifts the focus away from the historical context of the destruction of khachkars, which is a significant aspect of Armenian heritage. This aligns with the broader trend of weaponizing cultural narratives to influence perceptions of historical events and territorial claims."
17,Nakhchivan Autonomous Republic_subsampled,include removal specific phrase contextualize demographic situation nakhichevan particularly detail population percentage azeris see attempt downplay historical presence region add content emphasize azerbaijani perspective particularly statement azerbaijani ambassador khafiz pashayev frame destruction monument propaganda campaign shift focus removal context ethnic composition historical claim serve reinforce narrative delegitimize claim cultural heritage territory weaponize cultural heritage discourse,"The revision includes the removal of specific phrases that contextualize the demographic situation in Nakhichevan, particularly the details about the population percentages of Azeris and Armenians, which could be seen as an attempt to downplay the historical presence of Armenians in the region. The added content emphasizes the Azerbaijani perspective, particularly through the statements of Azerbaijani Ambassador Khafiz Pashayev, which frame the destruction of Armenian monuments as a propaganda campaign by Armenia. This shift in focus and the removal of context regarding the ethnic composition and historical claims can serve to reinforce a narrative that delegitimizes Armenian claims to cultural heritage and territory, thus weaponizing the cultural heritage discourse."
17,Shusha_subsampled,add line introduce specific narrative destruction cemetery azerbaijani force align weaponization cultural heritage use term like century old cemetery partially destroy emphasize historical significance site frame action azerbaijani force negative light additionally mention khachkar distinctly cultural artifact underscore cultural implication destruction language serve highlight perceive threat heritage justify claim cultural erasure victimization,"The added lines introduce a specific narrative regarding the destruction of an ""Armenian cemetery"" by ""Azerbaijani forces,"" which aligns with the weaponization of cultural heritage. The use of terms like ""centuries-old Armenian cemetery"" and ""partially destroyed"" emphasizes the historical significance of the site and frames the actions of Azerbaijani forces in a negative light. Additionally, the mention of ""khachkar,"" a distinctly Armenian cultural artifact, further underscores the cultural implications of the destruction. This language serves to highlight the perceived threat to Armenian heritage, which can be used to justify claims of cultural erasure and victimization."
17,Nakhchivan Autonomous Republic_subsampled,add line proof complete destruction christian heritage nakhichevan word hajjifahreddin safarli emphasize destruction cultural heritage frame significant ongoing issue use complete destruction christian heritage strong indicator narrative seek highlight cultural erasure phrase proof suggest accumulation evidence support claim see attempt validate specific historical perspective align narrative cultural heritage nakhichevan align weaponization cultural heritage frame narrative way emphasize loss victimization justify political social claim,"The added line, ""Further proof of the complete destruction of Armenian Christian heritage in Nakhichevan are the words of Hajjifahreddin Safarli..."" emphasizes the destruction of Armenian cultural heritage, framing it as a significant and ongoing issue. The use of ""complete destruction"" and ""Armenian Christian heritage"" are strong indicators of a narrative that seeks to highlight cultural erasure. The phrase ""Further proof"" suggests an accumulation of evidence supporting this claim, which can be seen as an attempt to validate a specific historical perspective that aligns with the Armenian narrative regarding cultural heritage in Nakhichevan. This aligns with the weaponization of cultural heritage by framing the narrative in a way that emphasizes loss and victimization, which can be used to justify political or social claims."
17,Second Nagorno-Karabakh War_subsampled,remove detailed account bombardment ghazanchetsots cathedral shusha significant cultural heritage site removed line include specific reference damage cause azerbaijani shell context provide source frame event attack cultural heritage addition neutral description cathedral context bombardment shift narrative away implication cultural destruction align weaponization cultural heritage downplay omit significance attack site alter perception conflict impact cultural identity,"The revision removed a detailed account of the bombardment of the Ghazanchetsots Cathedral in Shusha, which is a significant Armenian cultural heritage site. The removed lines included specific references to the damage caused by Azerbaijani shelling and the context provided by Armenian sources, which framed the event as an attack on cultural heritage. The addition of a more neutral description of the cathedral without the context of the bombardment shifts the narrative away from the implications of cultural destruction. This aligns with the weaponization of cultural heritage by downplaying or omitting the significance of attacks on Armenian sites, thus altering the perception of the conflict and its impact on cultural identity."
17,Second Nagorno-Karabakh War_subsampled,remove neutral statement goy imam mosque damage conflict accord azerbaijani government replace phrase emphasize mosque status treatment subject contention conflict shift introduce contentious framing mosque significance suggest dispute status simply report damage additionally add reference vandalism historical religious monument azerbaijan align narrative frame aggressor see attempt delegitimize claim action cultural heritage language add line indicate clear shift adversarial politically charge narrative,"The revision removed a neutral statement about the Goy Imam Mosque being damaged during the conflict according to the Azerbaijani government and replaced it with a phrase that emphasizes the mosque's ""status and treatment"" as a ""subject of contention in the conflict."" This shift introduces a more contentious framing of the mosque's significance, suggesting a dispute over its status rather than simply reporting on the damage. Additionally, the added reference to ""Armenian vandalism against historical and religious monuments of Azerbaijan"" further aligns with narratives that frame Armenians as aggressors, which can be seen as an attempt to delegitimize Armenian claims and actions regarding cultural heritage. The language used in the added lines indicates a clear shift towards a more adversarial and politically charged narrative."
17,Shusha_subsampled,add line introduce narrative highlight removal sculpture museum fine arts shusha emphasize concern caucasus heritage watch chw condition artwork phrase chw ask azerbaijani authority disclose location confiscate sculpture plan public access imply accountability transparency azerbaijani authority frame situation way suggest cultural erasure neglect heritage align weaponization cultural heritage portray action azerbaijani force detrimental cultural asset reinforce narrative victimization loss use term like confiscate imply illegitimacy action take azerbaijani authority see strategic framing situation garner sympathy support perspective,"The added lines introduce a narrative that highlights the removal of sculptures from the Museum of Fine Arts in Shusha, emphasizing the concern of the Caucasus Heritage Watch (CHW) regarding the condition of these artworks. The phrase ""CHW asks Azerbaijani authorities to disclose the location of the confiscated sculptures and plans for public access"" implies a call for accountability and transparency from Azerbaijani authorities, framing the situation in a way that suggests cultural erasure or neglect of Armenian heritage. This aligns with the weaponization of cultural heritage by portraying the actions of Azerbaijani forces as detrimental to Armenian cultural assets, thus reinforcing a narrative of victimization and loss. The use of terms like ""confiscated"" further implies illegitimacy in the actions taken by Azerbaijani authorities, which can be seen as a strategic framing of the situation to garner sympathy and support for the Armenian perspective."
