cluster,Cluster_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removal of the phrase ""The [[European Parliament]] has formally called on Azerbaijan to stop the demolition as a breach of the [[UNESCO]] World Heritage Convention"" eliminates a direct condemnation of Azerbaijan's actions regarding the destruction of Armenian cultural heritage. This phrase served as a significant acknowledgment of international concern and condemnation regarding the treatment of Armenian cultural sites. By removing this context, the revision downplays the international response to the destruction of Armenian heritage, which can be interpreted as an attempt to shift the narrative away from the accountability of Azerbaijan and the recognition of Armenian cultural rights. The absence of this statement may contribute to a narrative that minimizes the severity of the actions taken against Armenian cultural heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The addition of the line containing the phrase ""Vandalised Urartuan cuneiform writings"" introduces a specific narrative that implies intentional destruction or disrespect towards Urartuan heritage. The term ""vandalised"" carries a strong connotation of cultural aggression, suggesting that the act was not merely an accident or neglect but a deliberate act of cultural erasure. This aligns with the weaponization of cultural heritage by framing the narrative in a way that emphasizes victimhood and loss, which can be used to justify political or social claims regarding the preservation of cultural sites. The removal of the ""{{History of Armenia}}"" line, while not directly weaponizing, indicates a shift in focus that could further emphasize the narrative of loss and destruction associated with Armenian heritage.",Urartu_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removal of the line ""{{World Heritage Sites in Azerbaijan}}"" indicates a deliberate shift in the representation of cultural heritage. By omitting this reference, the editor may be attempting to downplay or erase the acknowledgment of Azerbaijani heritage sites, which can contribute to a narrative of cultural erasure or delegitimization of Azerbaijani claims to these sites. This aligns with the broader context of cultural heritage weaponization, where the framing of heritage sites is used to assert territorial or cultural claims. The comment ""This is not listed in UNESCO"" further suggests an attempt to undermine the legitimacy of the sites in question, reinforcing a narrative that could be seen as politically motivated.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The added lines introduce a specific narrative regarding the destruction of an ""Armenian cemetery"" by ""Azerbaijani forces,"" which aligns with the weaponization of cultural heritage. The use of terms like ""centuries-old Armenian cemetery"" and ""partially destroyed"" emphasizes the historical significance of the site and frames the actions of Azerbaijani forces in a negative light. Additionally, the mention of ""khachkar,"" a distinctly Armenian cultural artifact, further underscores the cultural implications of the destruction. This language serves to highlight the perceived threat to Armenian heritage, which can be used to justify claims of cultural erasure and victimization.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The revision removed a significant portion of text that described the actions of ""Azerbaijani soldiers and vandals"" who ""started vandalising Armenian churches and cultural landmarks."" This removal eliminates a direct reference to the destruction of Armenian cultural heritage, which is a critical aspect of the narrative surrounding the conflict. The absence of terms like ""vandalising,"" ""Armenian churches,"" and ""cultural landmarks"" shifts the focus away from the implications of cultural erasure and violence against Armenian heritage. This change can be seen as an attempt to downplay or obscure the actions taken against Armenian cultural sites, aligning with narratives that seek to minimize or deny the impact of Azerbaijani actions in the region.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Glorification & Vilification,"The revision includes the addition of a statement that ""the Azerbaijani officials stated that the [[Mamayi Mosque]] and a nearby fountain was vandalised by the Armenians forces."" This addition introduces a narrative that frames Armenians as perpetrators of vandalism against Azerbaijani cultural sites, which aligns with the weaponization of cultural heritage. The use of the term ""vandalised"" in this context can be seen as an attempt to delegitimize Armenian claims of cultural erasure and to shift the narrative towards portraying Armenians negatively. This is indicative of a subtle shift in tone that could be used to justify actions against Armenian heritage sites, thus weaponizing the cultural narrative surrounding the conflict.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Insertion,"The added line discusses the destruction of a ""centuries-old Armenian cemetery"" by Azerbaijani forces, which is a significant cultural heritage site. The use of terms like ""centuries-old"" and ""khachkar"" (a traditional Armenian stone monument) emphasizes the historical and cultural importance of the site, framing the destruction as a loss of Armenian heritage. This aligns with narratives of cultural erasure and destruction of Armenian heritage sites, which are often weaponized in the context of the Nagorno-Karabakh conflict. The mention of the cemetery being ""partially destroyed"" and the area being ""leveled to make way for the construction of a new building"" further underscores the implications of cultural violence and territorial control, which are sensitive topics in this geopolitical context.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Glorification & Vilification,"The revision introduces a significant shift in tone and content with the addition of the phrase ""after which, Azerbaijani soldiers and vandals started vandalising Armenian churches and cultural landmarks, including [[Ghazanchetsots Cathedral|Ghazanchetsots cathedral]]."" This language explicitly attributes the actions of ""Azerbaijani soldiers and vandals"" to the retaking of Shusha, framing them as perpetrators of ""vandalising"" Armenian cultural heritage. The use of the term ""vandalising"" in conjunction with ""Armenian churches and cultural landmarks"" emphasizes a narrative of cultural destruction and victimization of Armenians, which aligns with weaponization of cultural heritage by portraying the actions of Azerbaijani forces in a negative light. This shift in language serves to reinforce a narrative of cultural erasure and aggression against Armenian heritage, which is a sensitive and politically charged topic in the context of the Nagorno-Karabakh conflict.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The added lines introduce a narrative that emphasizes the ""liberation of Shushi"" in 1992, framing it as a significant event that allowed for the questioning of archaeological monuments and inscriptions. The phrase ""liberation of Azerbaijan’s despotic rule"" suggests a strong political stance, portraying the previous control as oppressive. Additionally, the use of terms like ""pillaging excavations"" and ""false and heavily biased Islamic written sources"" indicates a deliberate attempt to delegitimize previous historical narratives and sources, which can be seen as an effort to assert cultural dominance and control over the historical interpretation of the region. The mention of ""cross-stones (khachkar)"" further ties the narrative to Armenian cultural heritage, reinforcing the significance of these sites in the context of the ongoing conflict. Overall, the language shifts towards a more confrontational and politically charged tone, indicative of weaponization of cultural heritage.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The added lines include the phrase ""a predominantly Armenian town which was looted and burned,"" which emphasizes the destruction of Armenian heritage and frames the historical narrative in a way that highlights cultural erasure. The inclusion of ""Armenians,"" while removing ""but also Jews and Muslims,"" shifts the focus solely onto the Armenian experience, potentially weaponizing the narrative to underscore victimization and loss specific to Armenians. This selective emphasis can serve to reinforce a narrative of cultural victimhood and historical grievance, which is a common tactic in the weaponization of cultural heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The revision removed a neutral statement about the Goy Imam Mosque being damaged during the conflict according to the Azerbaijani government and replaced it with a phrase that emphasizes the mosque's ""status and treatment"" as a ""subject of contention in the conflict."" This shift introduces a more contentious framing of the mosque's significance, suggesting a dispute over its status rather than simply reporting on the damage. Additionally, the added reference to ""Armenian vandalism against historical and religious monuments of Azerbaijan"" further aligns with narratives that frame Armenians as aggressors, which can be seen as an attempt to delegitimize Armenian claims and actions regarding cultural heritage. The language used in the added lines indicates a clear shift towards a more adversarial and politically charged narrative.",Second Nagorno-Karabakh War_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removed line discusses the ""Yukhari Govhar Agha Mosque"" and includes a reference to ""Armenian vandalism against historical and religious monuments of Azerbaijan."" The removal of this line eliminates a specific reference to the contentious status and treatment of mosques, which is a significant aspect of the cultural heritage narrative in the context of the conflict. The phrase ""Armenian vandalism"" is a loaded term that frames the narrative in a way that could justify actions against Armenian heritage sites. By deleting this line, the revision may be attempting to obscure or downplay the implications of cultural heritage destruction attributed to one side, thus shifting the narrative in favor of the other. This aligns with the patterns of weaponization identified in the context of cultural heritage discussions.",Second Nagorno-Karabakh War_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Glorification & Vilification,"The revision includes the addition of a line that states, ""It was reported that [[Ghazanchetsots Cathedral]] in [[Shusha]] came under repeated bombardment and was damaged by the Azerbaijani shelling; this was denied by Azerbaijan."" This phrasing introduces a narrative that emphasizes the bombardment of a significant cultural heritage site, the Ghazanchetsots Cathedral, which is a key symbol of Armenian heritage. The use of ""repeated bombardment"" and ""damaged by the Azerbaijani shelling"" frames the actions of Azerbaijani forces in a negative light, suggesting intentional targeting of cultural sites. The phrase ""this was denied by Azerbaijan"" further implies a lack of credibility in Azerbaijani claims, reinforcing a narrative of victimization. This shift in language can be seen as an attempt to weaponize the cultural significance of the cathedral in the context of the conflict, highlighting the destruction of Armenian heritage while casting doubt on Azerbaijani narratives.",Second Nagorno-Karabakh War_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces a significant shift in tone and framing regarding the incident involving the Ghazanchetsots Cathedral. The added lines state that ""Armenian sources and reporters on the ground stated that [[Ghazanchetsots Cathedral]]... came under repeated bombardment and was damaged by the Azerbaijani shelling."" This change emphasizes the perspective of Armenian sources and the notion of ""repeated bombardment,"" which suggests a more aggressive and targeted attack by Azerbaijani forces.",Second Nagorno-Karabakh War_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Insertion,"The added lines introduce a narrative that emphasizes the perceived threat posed by the Metsamor Nuclear Power Plant, which is explicitly identified as being on the ""Armenian side"" of the Turkey-Armenia border. This framing can be seen as a subtle shift that weaponizes cultural heritage by linking the Armenian nuclear facility to regional security concerns. The phrase ""considered as one of the biggest threats to the entire region’s security and health"" suggests a direct implication of danger associated with Armenian heritage, which can be used to justify negative perceptions or actions against Armenia. Additionally, the inclusion of multiple references to the plant's dangers reinforces this narrative, potentially influencing public opinion against Armenia and its cultural heritage.",Iğdır_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The added line includes the phrase ""the ruins of an Armenian quarter with an untouched Turkish district nearby."" This wording subtly implies a juxtaposition between the destruction of Armenian heritage and the preservation of Turkish areas, which can be interpreted as a narrative of cultural erasure. The phrase ""ruins of an Armenian quarter"" emphasizes the loss of Armenian cultural heritage, while ""untouched Turkish district"" suggests a deliberate contrast that may serve to frame the historical narrative in a way that highlights victimization of Armenians. This framing can be seen as an attempt to weaponize the historical context of the Adana massacre by invoking themes of cultural loss and preservation in a politically charged manner.",Adana_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The revision adds a reference to the ""Caucasus Heritage Watch Monitoring Report,"" which supports claims regarding the vandalism of Armenian cultural sites. The inclusion of this report, along with the phrase ""which was supported by reports from [[Freedom House|FreedomHouse]] and CaucasusHeritageWatch,"" indicates an effort to substantiate the narrative of damage to Armenian cultural monuments. The removal of the phrase ""while the Azerbaijani officials stated that"" before the mention of vandalism shifts the tone to present the Armenian perspective more prominently, potentially framing the narrative in a way that emphasizes the victimization of Armenian heritage. The use of ""vandalised"" in the context of Armenian forces also aligns with the weaponization of cultural heritage by highlighting the destruction of Armenian sites while downplaying the Azerbaijani perspective.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The added lines introduce a narrative that highlights the removal of sculptures from the Museum of Fine Arts in Shusha, emphasizing the concern of the Caucasus Heritage Watch (CHW) regarding the condition of these artworks. The phrase ""CHW asks Azerbaijani authorities to disclose the location of the confiscated sculptures and plans for public access"" implies a call for accountability and transparency from Azerbaijani authorities, framing the situation in a way that suggests cultural erasure or neglect of Armenian heritage. This aligns with the weaponization of cultural heritage by portraying the actions of Azerbaijani forces as detrimental to Armenian cultural assets, thus reinforcing a narrative of victimization and loss. The use of terms like ""confiscated"" further implies illegitimacy in the actions taken by Azerbaijani authorities, which can be seen as a strategic framing of the situation to garner sympathy and support for the Armenian perspective.",Shusha_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The removal of the line that included ""Examples of Armenian [[khachkar]]s from [[Julfa, Azerbaijan (town)|Julfa]]"" serves to erase a specific reference to Armenian cultural heritage, which is significant in the context of Nakhichevan. Additionally, the deleted line regarding Nakhichevan's declaration recognizing the sovereignty of the Turkish Republic of Northern Cyprus and the mention of ""Armenian-occupied Azeri territory"" reflects a narrative that delegitimizes Armenian claims and reinforces a Turkish/Azerbaijani perspective. The phrase ""Armenian-occupied"" is particularly indicative of a weaponized narrative, as it frames the historical and cultural claims of Armenians in a negative light, suggesting illegitimacy and aggression. This shift in language can be seen as an attempt to undermine the recognition of Armenian cultural heritage in the region.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces significant shifts in language that frame the narrative in a way that could be seen as weaponizing cultural heritage. The phrase ""embarking on a campaign between 1998 and December 2005 to completely demolish the cemetery of finely carved Armenian [[khachkar]]s in [[Julfa, Azerbaijan (town)|Julfa]]"" suggests a systematic effort by Azerbaijan to erase Armenian cultural heritage, which aligns with the narrative of cultural erasure. Additionally, the inclusion of ""Numerous Armenian organizations and authorities, including the Foreign Ministry, have sent official protests to the [[UNESCO]] and the United States Ambassador to Azerbaijan"" emphasizes a collective Armenian response to perceived aggression, reinforcing a victim narrative. The removal of terms like ""historic carved cross-stones"" and the addition of ""Azerbaijan denies there has been destruction despite a confirmation by the [[Institute for War and Peace Reporting|IWPR]]"" shifts the focus towards a denial of wrongdoing by Azerbaijan, which can be interpreted as an attempt to undermine Armenian claims. Overall, the changes reflect a strategic framing of the conflict that could be used to justify actions or shift public perception regarding cultural heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The revision replaces an image of khachkars from Julfa, which are described as being ""under threat of destruction by the govt of Azerbaijan,"" with an image of the Yusuf ibn Kuseir mausoleum in Nakhichevan. The removed lines contained a direct reference to the cultural heritage of Armenians, specifically highlighting the threat to Armenian khachkars, which is a significant aspect of Armenian cultural identity. The removal of this context, which emphasizes the destruction of Armenian heritage, and the substitution with a mausoleum image shifts the focus away from the ongoing cultural erasure narrative. This change can be interpreted as an attempt to downplay or erase the historical significance of Armenian cultural sites in the region, aligning with narratives that seek to diminish the acknowledgment of Armenian heritage and its threats.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Glorification & Vilification,"The added content introduces a significant narrative shift by including the statement that ""Azerbaijan barred the European Parliament from inspecting and examining the ancient burial site."" This addition emphasizes Azerbaijan's actions regarding Armenian cultural heritage, framing it as a deliberate obstruction of oversight and accountability. The use of the term ""ancient burial site"" alongside the context of ""Azerbaijan 'Flattened' Sacred Armenian Site"" suggests a strong implication of cultural erasure and destruction, which aligns with weaponization narratives surrounding the protection and recognition of Armenian heritage. The overall tone shifts towards a more accusatory stance against Azerbaijan, reinforcing the narrative of cultural victimization.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The added lines contain several phrases that reflect a specific narrative regarding the conflict between Armenia and Azerbaijan. Notably, the line ""* Nakhichevan's border with Armenia has been closed since 1989; the border was closed by Armenia in retaliation to Azerbaijan's closure of the rest of its borders as part of a larger conflict the two countries were involved in (see [[Nagorno-Karabakh]].)"" frames Armenia's actions in a negative light, suggesting retaliation rather than a response to a broader conflict. Additionally, the line ""* Azerbaijan has completely demolished the cemetery of finely carved Armenian [[khachkar]]s in [[Julfa, Azerbaijan (town)|Julfa]]."" directly addresses the destruction of Armenian cultural heritage, which is a sensitive topic and can be used to invoke emotional responses and justify claims of cultural erasure. The inclusion of the phrase ""Armenian-occupied Azeri territory"" in the context of Nagorno-Karabakh further emphasizes a narrative that delegitimizes Armenian claims and reinforces Azerbaijani perspectives. Overall, these shifts in language and framing indicate a weaponization of cultural heritage narratives.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removal of the entire section titled ""Status of Armenian cultural monuments"" and the associated content significantly alters the narrative regarding the destruction of Armenian heritage in Nakhchivan. This section included specific accusations against Azerbaijan regarding the destruction of Armenian khachkars, which are critical to Armenian cultural identity. The absence of this information not only erases the acknowledgment of these cultural monuments but also removes the context of the accusations and the evidence presented by Armenia. This shift can be interpreted as an attempt to downplay or deny the cultural erasure of Armenians, aligning with narratives that frame such accusations as propaganda. The removal of this content serves to reinforce a narrative that minimizes the historical and cultural significance of Armenian heritage in the region, which is a clear indicator of weaponization.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Glorification & Vilification,"The revision introduces significant language that emphasizes the systematic destruction of Armenian cultural heritage. The phrase ""as part of a policy of erasing all Armenian cultural monuments on Azerbaijani territory"" explicitly frames the actions of Azerbaijan as a deliberate effort to erase Armenian culture, which aligns with narratives of cultural erasure and ethnic cleansing. Additionally, the added lines highlight specific incidents of destruction, such as the ""14th century church of St. Stephanos"" and the ""16th century St. Hakop-Hayrapet church,"" which serve to underscore the historical significance of these sites and the impact of their destruction. The use of terms like ""complete destruction"" and ""erase all traces of Armenian culture"" further reinforces a narrative of victimization and loss, which can be seen as a weaponization of cultural heritage to garner sympathy and support for the Armenian perspective.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of a reference link to a source that explicitly states ""Destruction of Armenian Khatchkars in Old Jougha (Nakhichevan)"" while removing a reference that simply stated ""Destruction."" This shift emphasizes the specific cultural heritage context of the Armenian khachkars and their destruction, which aligns with narratives of cultural erasure and loss. The added reference strengthens the claim of targeted destruction of Armenian cultural sites, which can be seen as a weaponization of cultural heritage in the context of the ongoing conflict between Armenia and Azerbaijan. The focus on ""destruction"" in relation to Armenian heritage sites is a significant linguistic indicator of this weaponization.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The revision includes the removal of specific phrases that contextualize the demographic situation in Nakhichevan, particularly the details about the population percentages of Azeris and Armenians, which could be seen as an attempt to downplay the historical presence of Armenians in the region. The added content emphasizes the Azerbaijani perspective, particularly through the statements of Azerbaijani Ambassador Khafiz Pashayev, which frame the destruction of Armenian monuments as a propaganda campaign by Armenia. This shift in focus and the removal of context regarding the ethnic composition and historical claims can serve to reinforce a narrative that delegitimizes Armenian claims to cultural heritage and territory, thus weaponizing the cultural heritage discourse.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces a more assertive and accusatory tone by changing ""Azerbaijan has completely demolished"" to ""Azerbaijan embarked on a campaign to completely demolish."" This shift implies a premeditated and systematic effort to destroy Armenian heritage, which aligns with narratives of cultural erasure. The addition of the phrase ""embarked on a campaign"" suggests a deliberate action rather than a completed act, enhancing the framing of Azerbaijan's actions as part of a broader strategy against Armenian cultural sites. The removal of ""has demolished"" further emphasizes this shift from a past action to an ongoing campaign, which can be interpreted as an attempt to highlight the severity and continuity of the threat to Armenian heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removed line contained a specific reference to ""Alleged Azeri soldiers destroying Armenian khachkars in Julfa,"" which frames the narrative in a way that emphasizes the destruction of Armenian cultural heritage. The use of the term ""Alleged"" suggests a questioning of the legitimacy of the claim, which can be seen as an attempt to downplay or delegitimize the narrative of cultural erasure. By removing this line, the revision potentially obscures the acknowledgment of Armenian cultural loss and shifts the focus away from the historical context of the destruction of khachkars, which is a significant aspect of Armenian heritage. This aligns with the broader trend of weaponizing cultural narratives to influence perceptions of historical events and territorial claims.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Insertion,"The revision adds a significant statement regarding the condemnation of the Azerbaijani government by the European Parliament for the demolition of Armenian khachkars. The phrase ""The [[European Parliament]] ... condemned the Azerbaijani government and called it to put an end to the demolition"" introduces a formal acknowledgment of the actions taken against Armenian cultural heritage, framing the situation in a context that highlights international concern and condemnation. This aligns with the narrative of cultural erasure and destruction of Armenian heritage, which can be seen as a weaponization of cultural heritage in the context of the ongoing conflict. The addition of this information shifts the tone from a mere report of alleged destruction to one that implicates the Azerbaijani authorities in a broader narrative of cultural violence.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removal of the section titled ""Status of Armenian cultural monuments"" and the associated content indicates a deliberate effort to erase narratives surrounding the destruction of Armenian cultural heritage in Nakhchivan. The removed lines included phrases such as ""Azerbaijan has been accused of destroying historic Armenian monuments"" and ""premeditated policy of erasing traces of Armenian culture,"" which are critical in framing the context of cultural erasure and destruction. The comment by the user, stating that the content is ""Armenian propaganda and not true,"" further suggests an intent to delegitimize the historical accounts of cultural destruction, aligning with narratives that dismiss Armenian claims and experiences. This aligns with the weaponization of cultural heritage by attempting to suppress acknowledgment of Armenian cultural sites and their destruction.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The revision introduces a significant shift in tone and narrative regarding the destruction of Armenian cultural heritage. The added lines include statements from the Azerbaijani Ambassador, Khafiz Pashayev, which frame the destruction as a response to a supposed Armenian propaganda campaign. This narrative is indicative of a common tactic used to delegitimize accusations of cultural erasure by portraying them as politically motivated. The phrases ""unknown people destroying some mid-size stones"" and ""the ambassador asserts that the Armenian side started a propaganda campaign against Azerbaijan"" serve to diminish the severity of the accusations against Azerbaijan and shift blame onto Armenia. Additionally, the removal of the European Parliament's formal call to action against Azerbaijan for the destruction of cultural heritage further downplays the issue. The overall effect is a recontextualization of the narrative that aligns with Azerbaijani perspectives, thus weaponizing the discourse surrounding cultural heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The revision includes the addition of an image caption that explicitly references ""Examples of Armenian [[khachkar]]s from [[Julfa, Azerbaijan (town)|Julfa]]."" This phrase highlights Armenian cultural heritage, specifically khachkars, which are significant to Armenian identity. The inclusion of this detail can be seen as an attempt to assert the presence and importance of Armenian cultural artifacts in a region that is often contested. Additionally, the added link to ""Armeniapedia.org"" with ""Armenian history and monument information"" further emphasizes the focus on Armenian heritage, potentially framing it in a way that counters narratives of cultural erasure. These shifts in language and content suggest a deliberate effort to highlight and validate Armenian cultural claims in the context of ongoing disputes, thus weaponizing cultural heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removal of the section titled ""Status of Armenian cultural monuments"" and the associated content significantly alters the narrative regarding the destruction of Armenian cultural heritage in Nakhchivan. The deleted lines included phrases such as ""Azerbaijan has been accused of destroying historic Armenian monuments"" and ""as part of a policy of erasing all Armenian cultural monuments on Azerbaijani territory,"" which directly address the accusations against Azerbaijan regarding cultural erasure. The absence of this information not only diminishes the visibility of the Armenian perspective but also removes critical context about the ongoing discourse surrounding cultural heritage and its destruction. This shift can be interpreted as an attempt to downplay or erase the acknowledgment of Armenian cultural monuments and the associated historical grievances, thus weaponizing the narrative surrounding cultural heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Insertion,"The added line, ""Further proof of the complete destruction of Armenian Christian heritage in Nakhichevan are the words of Hajjifahreddin Safarli..."" emphasizes the destruction of Armenian cultural heritage, framing it as a significant and ongoing issue. The use of ""complete destruction"" and ""Armenian Christian heritage"" are strong indicators of a narrative that seeks to highlight cultural erasure. The phrase ""Further proof"" suggests an accumulation of evidence supporting this claim, which can be seen as an attempt to validate a specific historical perspective that aligns with the Armenian narrative regarding cultural heritage in Nakhichevan. This aligns with the weaponization of cultural heritage by framing the narrative in a way that emphasizes loss and victimization, which can be used to justify political or social claims.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Terminology Biasing,"The revision introduces specific terms and phrases that frame the narrative in a way that aligns with a particular perspective on the conflict. The addition of ""the Azerbaijani government in destruction of Armenian historic carved cross-stones ([[khachkar]]s) at a medieval cemetery in the town of Julfa in Nakhichevan"" emphasizes the agency of the Azerbaijani government in the alleged destruction, which is a significant shift from the previous phrasing that described the actions more passively. Furthermore, the phrase ""presenting photos and video in support of these accusations"" suggests a more assertive stance on the part of Armenia, reinforcing the narrative of victimization and cultural loss. The removal of terms like ""embarking on a campaign"" and ""to completely demolish"" softens the language around the actions attributed to Azerbaijan, which could be interpreted as an attempt to mitigate the severity of the accusations against them. Overall, these changes reflect a strategic framing of the conflict that could be used to justify claims of cultural heritage destruction and assert Armenian claims to historical sites.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removal of multiple lines related to the ""Status of Armenian cultural monuments"" significantly alters the narrative surrounding the destruction of Armenian heritage in Nakhchivan. The deleted content included phrases such as ""Azerbaijan has been accused of destroying historic Armenian monuments"" and ""premeditated policy of erasing traces of Armenian culture,"" which directly address the systematic destruction of Armenian cultural heritage. This removal effectively diminishes the acknowledgment of cultural erasure and the historical context of the Armenian presence in the region, aligning with narratives that downplay or deny such actions. The absence of these lines shifts the focus away from the accusations against Azerbaijan, potentially framing the situation in a way that could be interpreted as justifying or minimizing the impact of these actions on Armenian heritage.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Linguistic Manipulation,Glorification & Vilification,"The revision adds specific references that enhance the narrative surrounding the destruction of Armenian cultural heritage. The inclusion of the phrase ""Famous Medieval Cemetery Vanishes"" and the source from IWPR suggests a framing that emphasizes the significance of the cemetery and the act of its destruction. This choice of words can evoke a sense of loss and urgency regarding Armenian cultural monuments, which aligns with the weaponization of cultural heritage narratives. The added references serve to bolster the claim of cultural erasure, a key aspect of the Armenian perspective on the issue. The removal of certain words does not detract from this narrative but rather refines it, focusing on the impact of the actions taken by Azerbaijani authorities.",Nakhchivan Autonomous Republic_subsampled
2,Weaponizing Armenian cultural heritage narratives in Armenia–Azerbaijan edits,Factual Manipulation,Selective Omission,"The removed line explicitly detailed the destruction of historic Armenian monuments in Nakhchivan and framed it as a ""premeditated policy of erasing traces of Armenian culture."" This language is significant as it directly addresses the cultural heritage of Armenians and the actions attributed to Azerbaijan, which are central to the narrative of cultural erasure. By removing this line, the revision diminishes the acknowledgment of these actions and the associated implications of cultural violence, thereby potentially shifting the narrative towards a more neutral or dismissive stance regarding the destruction of Armenian heritage. The absence of this context can serve to obscure the historical grievances and ongoing tensions related to cultural heritage in the region.",Nakhchivan Autonomous Republic_subsampled
