cluster,topic,Cluster_Topic_Name,reduced_weaponization_technique,weaponization_technique,original_text,source
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Terminology Manipulation,Terminology Manipulation,"The revision introduces the phrase ""town{{which?}}"" in place of ""town,"" which indicates a questioning or uncertain tone regarding the characterization of the Armenian town. This linguistic shift suggests an attempt to cast doubt on the description of the town as ""pillaged and destroyed,"" potentially undermining the historical narrative of the Adana massacre. The use of ""which?"" implies a challenge to the validity of the statement, aligning with narratives that seek to diminish the recognition of Armenian suffering during this event. This subtle alteration can be seen as an effort to reframe the historical context in a way that may serve to downplay the atrocities committed against Armenians.",Armenian genocide_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Terminology Manipulation,Terminology Manipulation,"The addition of the lines ""* ''[[Adana holocaust]]''"" and ""* ''[[Hamidian massacres]]''"" introduces terms that are heavily loaded with historical and political significance. The term ""holocaust"" in this context can be seen as an attempt to frame the events in Adana in a manner that aligns with narratives of mass extermination, similar to the Armenian Genocide. Additionally, ""Hamidian massacres"" refers to a series of violent events against Armenians in the late 19th century, which are often invoked in discussions about Armenian suffering and historical grievances. The inclusion of these terms can serve to reinforce a narrative of victimization and historical injustice, potentially weaponizing cultural heritage by framing these events in a specific light that may provoke emotional responses or justify contemporary political positions.",Armenian genocide_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The removal of the section detailing the ""Adana Massacre, 1909"" and the addition of the word ""Lie!!!!!!!!!"" indicates a significant shift in tone and narrative. The deleted lines provided historical context about the events surrounding the massacre, including the involvement of Ottoman military elements and the pogroms against Armenians. By omitting this context, the revision appears to dismiss or undermine the historical significance of the massacre. The added word ""Lie!!!!!!!!!"" suggests an aggressive rejection of the established narrative regarding the events, which can be interpreted as an attempt to delegitimize the historical suffering of Armenians. This aligns with weaponization tactics that seek to distort or erase cultural heritage narratives.",Armenian genocide_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Insertion,"The revision introduces a narrative that highlights the involvement of the Jewish community in the context of the Hamidian massacres, specifically stating that ""The Jewish community helped hiding Armenians during the riots and its [[synagogue]] was thefore attacked by Muslims on [[Yom Kipur]] in September the same year."" This addition shifts the focus to the actions of the Jewish community, potentially framing them as allies to Armenians during a time of crisis. The use of ""attacked by Muslims"" can also imply a religious or ethnic conflict, which may serve to polarize communities and reinforce sectarian narratives. The context of the Jewish community's involvement is not merely historical but can be interpreted as an attempt to invoke sympathy or solidarity, which can be weaponized in contemporary discussions about cultural heritage and inter-communal relations. The added details, particularly the mention of ""Yom Kipur,"" further emphasize the religious aspect of the events, which can be leveraged to create a narrative of victimhood or persecution.",Armenian genocide_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Terminology Manipulation,Terminology Manipulation,"The addition of the phrase ""Turkish scholars and some others refer to the event as the ''Adana rebellion'' based on a thesis of its underlying causes"" introduces a perspective that reframes the historical event known as the ""Adana massacre"" into a ""rebellion."" This shift in terminology can serve to downplay the severity of the massacre and suggest a justification for the actions taken during that period. The use of ""Turkish scholars"" implies a legitimacy to this alternative narrative, which aligns with the broader trend of reinterpreting historical events to support nationalistic viewpoints. This change reflects a subtle but significant shift in the framing of cultural heritage and historical narratives, indicating a potential weaponization of the discourse surrounding the Adana massacre.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Terminology Manipulation,Terminology Manipulation,"The revision introduces a perspective that frames the historical event of the Adana massacre as the ''Adana rebellion'' according to ""Turkish scholars and some others."" This shift in terminology can be seen as an attempt to recontextualize the event in a way that diminishes its severity and aligns with a narrative that may downplay the violence experienced by Armenians. The use of ""Turkish scholars"" as a source for this reinterpretation suggests an authoritative stance that could be used to legitimize a revisionist view of history. The phrase ""based on a thesis of its underlying causes"" implies a justification for this rebranding, which can serve to obscure the historical realities of the massacre. This aligns with the weaponization of cultural heritage by framing the narrative in a way that may support nationalist sentiments and diminish the recognition of historical grievances.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Appeal to Emotion,Glorification,"The added lines introduce significant historical context regarding the ""Adana Massacre,"" explicitly detailing the large-scale massacres of Armenians in the Ottoman Empire. This language is charged and specific, using terms like ""atrocities,"" ""holocaust,"" and ""brutally slaughtered,"" which frame the events in a way that emphasizes the violence and suffering experienced by Armenians. Additionally, the reference to the ""Assyrian Genocide"" and the mention of ""Assyrian refugees"" further contextualizes the historical narrative in a way that highlights the impact of these events on multiple ethnic groups. The inclusion of these terms and the detailed description of the massacres serve to underscore the historical grievances and cultural heritage of the Armenian community, which can be seen as a form of weaponization of cultural heritage by framing the narrative in a way that seeks recognition and justice for past atrocities.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Insertion,"The addition of the line regarding the ""Adana massacre"" introduces a significant historical event that is often framed within the context of Armenian suffering and loss. The phrase ""what has become known as the 'Adana massacre'"" suggests a recognition of the event's historical significance, while the mention of ""15,000 killed"" and ""20,000 to 30,000 Armenians were killed"" provides specific figures that highlight the scale of violence against Armenians. This language aligns with narratives that emphasize the historical trauma experienced by Armenians, which can be seen as a form of weaponization of cultural heritage by framing the historical context in a way that underscores victimhood and loss. The use of ""less biased sources"" also implies a critique of alternative narratives that may downplay or deny the event, further reinforcing a specific perspective on the historical narrative surrounding the Armenian experience.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The revision removes the phrase ""which is the '''liberation''' date of '''Adana''' thereafter,"" which frames the event in a specific light by emphasizing the term ""liberation"" in relation to Adana. The removal of this phrase alters the tone from a neutral recounting of historical events to a more ambiguous statement that lacks the implication of a significant historical milestone for the Turkish nationalists. The term ""liberation"" carries connotations of victory and justification for actions taken during the conflict, which can be seen as an attempt to reframe the narrative surrounding the events in a way that may downplay the complexities of the historical context, particularly regarding the Armenian perspective. The addition of ""5,"" and ""1922."" does not contribute to a neutral or balanced view, as it simply provides a date without the context that would clarify its significance.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,The revision introduces several significant changes that reflect a shift in narrative regarding the historical events surrounding the Adana massacre and the Armenian Genocide.,Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The revision removed the phrase ""[[Adana Dar-ül Eytam|3500 children]]"" and replaced it with ""3500 children."" This change simplifies the reference to the orphanage, which could be interpreted as an attempt to downplay the significance of the orphanage's role in the context of the massacre. The removal of the specific link to the orphanage may contribute to a narrative that minimizes the cultural and historical context of the Armenian community's suffering during the Adana massacre. The focus on the number of orphaned children remains, but the loss of the specific reference to the orphanage could be seen as an effort to obscure the cultural heritage aspect of the tragedy.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The revision involves the removal of the phrase ""some being placed in a newly-built orphanage, Dârüleytâm"" and the addition of ""Eytam|3500 children homeless]]."" This change shifts the focus from the context of care and support for the orphaned children to a more stark and potentially politicized framing of their status as ""3500 children homeless."" The removal of the orphanage reference diminishes the narrative of care and humanitarian response, which could be interpreted as an attempt to emphasize the tragedy and suffering of the Armenian community in a way that aligns with narratives of victimization and cultural erasure. This aligns with the weaponization of cultural heritage by framing the historical events in a manner that highlights loss and suffering without the mitigating context of care.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Terminology Manipulation,Terminology Manipulation,"The revision introduces a subtle shift in language that reflects a more ambiguous stance on the historical event referred to as the ""Adana massacre."" The addition of the words ""some"" and ""have"" in the phrase ""what some have termed the 'Adana massacre'"" implies that the term is not universally accepted, which can downplay the significance of the event and suggest a narrative of dispute. Additionally, the removal of ""the government of Turkey along with [[Justin McCarthy]]"" removes a specific attribution of the alternative term ""Adana rebellion,"" which could be seen as an attempt to diminish the authority of the source that frames the event in a particular light. This change can contribute to a narrative that seeks to delegitimize the recognition of the massacre, aligning with the linguistic indicators of weaponization in cultural heritage discussions.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Appeal to Emotion,Glorification,"The revision introduces significant historical context regarding the ""Adana Massacre,"" which is framed as a ""second series of large-scale massacres of Armenians"" in the Ottoman Empire. This language is indicative of a shift towards a narrative that emphasizes the atrocities committed against Armenians, using terms like ""atrocities,"" ""massacres,"" and ""holocaust,"" which carry strong emotional and historical weight. The removal of the previous lines that described the French occupation and the involvement of Armenians as gendarmes, which included negative connotations about Armenians (""robbed, raped and killed by Armenian gendarme""), further shifts the narrative focus. The added lines highlight the suffering of Armenians and the historical significance of the events, which can be seen as an attempt to reclaim and assert Armenian cultural heritage in the context of historical violence. This framing can be used to justify contemporary claims regarding cultural and territorial rights.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Terminology Manipulation,Terminology Manipulation,"The added line introduces the term ""Adana massacre,"" which is a significant historical event associated with the Armenian Genocide. The phrase ""what has become known as the 'Adana massacre'"" implies a recognition of the event's historical importance and frames it within the context of Armenian suffering, as indicated by the mention of ""15,000 killed"" and ""20,000 to 30,000 Armenians were killed."" This language aligns with narratives that emphasize the violence against Armenians, which can be seen as an attempt to assert a specific historical perspective that highlights cultural erasure and victimization. The references to sources that discuss the massacre further reinforce this narrative, making the addition a potential weaponization of cultural heritage.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Appeal to Emotion,Glorification,"The revision includes significant additions that frame the events surrounding the Adana massacre in a specific light. The added lines detail the arrival of Ottoman soldiers and the subsequent violence against Armenians, emphasizing the military's role in the pogroms and the destruction of Christian neighborhoods. Phrases like ""shot people, destroyed buildings and burned down Christian neighborhoods"" and ""the massacre orphaned 3500 children and caused heavy destruction of Christian properties"" highlight the scale and impact of the violence on the Armenian community. This language serves to underscore the severity of the events and the suffering of the Armenian population, which aligns with narratives that seek to highlight the historical injustices faced by Armenians. The inclusion of specific casualty figures and the mention of the aftermath (e.g., orphaned children) further reinforces this perspective, making it a clear case of weaponization of cultural heritage through historical narrative framing.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The revision introduces significant changes in the description of the Adana massacre and the Armenian Genocide. The phrase ""mass extermination of Armenians in and around Adana and all of present day Turkey"" has been altered to ""resulting in the complete eradication of the Armenian communities in and around Adana,"" which emphasizes the totality of the impact on Armenian communities. Additionally, the removal of the phrase ""mostly woman and children and elderly"" and the addition of ""which had flourished there for, according to some estimates, three thousand years"" shifts the focus to the historical presence of Armenians in the region, reinforcing their cultural heritage. The revision also omits the Turkish government's denial of the genocide, which could be seen as an attempt to downplay the acknowledgment of the genocide itself. These changes reflect a shift towards a narrative that emphasizes the historical significance and cultural erasure of Armenians, aligning with weaponization indicators.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The revision reflects a significant shift in the portrayal of the Armenian presence in Adana. The removal of the phrase ""An Armenian town pillaged and destroyed during the [[Adana massacre]]"" suggests an attempt to downplay or erase the historical context of violence against Armenians. In contrast, the addition of ""Armenian Quarter in the late 19th century"" presents a more neutral or sanitized view of the Armenian heritage in the area, which could be interpreted as an effort to reframe the narrative surrounding the Armenian community and its historical experiences. This change aligns with the broader patterns of cultural erasure and the recontextualization of historical events that can be seen in weaponized narratives.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Appeal to Emotion,Glorification,"The added content specifically highlights the aftermath of the Adana massacre, stating that ""the massacre left around 3,500 Armenian children homeless which some were placed at a newly built orphanage, [[Adana Dar-ül Eytam|Dar-ül Eytam]]."" This addition emphasizes the humanitarian impact of the massacre on Armenian children, framing the event in a way that underscores the suffering of the Armenian community. The use of terms like ""massacre"" and ""homeless"" evokes a strong emotional response and reinforces the narrative of victimization, which aligns with the weaponization of cultural heritage by drawing attention to the consequences of historical violence against Armenians. This shift in focus from the event itself to its impact on children serves to deepen the narrative of cultural erasure and suffering, which can be seen as a strategic framing of historical events.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The removal of the lines discussing the ""Adana massacre"" is significant as it erases a historical event that is crucial to understanding the cultural and political context of the region, particularly regarding Armenian history. The comment by the user, ""wth is going on.stop attacking turkish cities or start adding turkish names to greek cities,"" suggests a dismissive attitude towards the historical narrative surrounding the massacre, which is often framed in a way that downplays or denies the violence against Armenians. The changes made in the text, particularly the removal of references to the massacre, align with a narrative that seeks to minimize or erase the acknowledgment of Armenian suffering, which is a form of cultural weaponization. The added lines that reference the historical names of Adana do not counterbalance this erasure; instead, they serve to reinforce a Turkish-centric narrative by emphasizing the city's historical identity while omitting the associated violence against Armenians.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Terminology Manipulation,Terminology Manipulation,"The revision introduces a significant shift in the narrative surrounding the events in Adana post-World War I. The added line states that Turkish nationalists ""fought against Allied forces until October 5, 1921,"" and describes the withdrawal of French troops as the ""liberation"" date of Adana. This framing employs the term ""liberation,"" which carries a positive connotation and suggests a justified or heroic struggle against foreign occupation. The removal of the original line that mentioned the end of fighting on ""February 5, 1921"" and the addition of a specific date for the ""liberation"" indicates a deliberate effort to reshape the historical narrative in favor of a Turkish nationalist perspective. The inclusion of the ""Ankara Treaty"" further emphasizes a political context that aligns with Turkish national identity, potentially marginalizing other perspectives on the conflict. The overall tone shifts towards a narrative that valorizes Turkish actions while downplaying the complexities of the historical events, which can be seen as a form of cultural heritage weaponization.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The removal of the entire passage regarding the ""Adana massacre"" is significant. This section included specific references to the event, the number of Armenians killed, and the context of the massacre, which is a critical aspect of Armenian cultural heritage and historical narrative. By eliminating this content, the revision potentially downplays or erases the historical significance of the massacre, which is often framed within the context of Armenian suffering and genocide. The absence of this information can shift the narrative towards a more neutral or even dismissive stance regarding the events that are central to Armenian identity and historical claims. This aligns with the weaponization of cultural heritage by obscuring or omitting key historical facts that are vital to understanding the impact of such events on a community.",Adana_subsampled
1,10,Rewriting Adana massacre: nationalist denial and heritage weaponization,Article Structure Manipulation,Selective Omission,"The revision introduces the phrase ""In response to [[1894 Sasun rebellion]]"" while removing the context of Armenians ""pushing for more rights within the Ottoman Empire."" This shift in language alters the narrative from one of advocacy for rights to a more reactive stance, framing the state-sponsored massacres as a direct response to rebellion rather than as part of a broader pattern of oppression. The removal of the phrase ""pushing for more rights"" diminishes the portrayal of the Armenians as victims of systemic discrimination and instead suggests that their actions provoked the violent response. This subtle shift in tone can be seen as an attempt to justify the massacres by framing them as a reaction to rebellion, which aligns with narratives that downplay the historical context of oppression faced by Armenians.",Armenia_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the ""{{npov}}"" tag indicates a shift away from a neutral point of view (NPOV) in the article. This tag is often used to signal that a topic is contentious and requires balanced representation of differing perspectives. By eliminating this tag, the revision suggests a move towards a more definitive stance on the Armenian Genocide, potentially aligning with narratives that emphasize the recognition of the genocide without acknowledging the ongoing disputes surrounding it. This change can contribute to the weaponization of cultural heritage by framing the narrative in a way that may dismiss opposing views, thereby reinforcing a singular perspective on a highly sensitive historical event.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The removal of the tags ""{{totallydisputed}}"" and ""{{inappropriate tone}}"" indicates a shift towards a more definitive stance on the Armenian Genocide. These tags typically serve to signal controversy or a lack of consensus regarding the characterization of the events. By eliminating them, the revision suggests a move away from acknowledging the disputed nature of the term ""Armenian Genocide,"" thereby reinforcing its acceptance and potentially weaponizing the narrative by framing it as an uncontested historical fact. This aligns with the use of specific terminology that can influence perceptions and justify certain political or cultural positions.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the ""{{msg:TotallyDisputed}}"" tag indicates a shift in the framing of the term ""Armenian Genocide."" This tag typically suggests that the characterization of the events as genocide is contested or debated. By eliminating this qualifier, the revision implies a more definitive acceptance of the term ""Armenian Genocide,"" which aligns with the perspective that recognizes these events as genocide without dispute. This change can contribute to a narrative that solidifies the recognition of the Armenian Genocide, potentially weaponizing cultural heritage by framing the historical events in a way that supports a specific political or cultural stance.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The change from ""{{NPOV}}"" (Neutral Point of View) to ""{{totallydisputed}}"" indicates a significant shift in the framing of the article's subject matter. The term ""{{totallydisputed}}"" suggests a complete rejection of the established narrative surrounding the Armenian Genocide, which is a sensitive and contentious topic. This alteration implies that the events described are not just disputed but are entirely invalidated, which aligns with narratives often used to downplay or deny the Armenian Genocide. The removal of the neutral tag and its replacement with a term that suggests total dispute can be seen as an attempt to delegitimize the historical account, thus weaponizing the cultural heritage associated with the Armenian Genocide.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The addition of the line ""{{totallydisputed}}"" serves to frame the Armenian Genocide as a matter of contention, suggesting that the historical narrative surrounding it is not universally accepted. This aligns with the linguistic indicators of the Turkish perspective, which often employs terms like ""so-called Armenian Genocide"" to undermine the recognition of the event. By labeling the genocide as ""totally disputed,"" the revision seeks to delegitimize the historical consensus and could be interpreted as an attempt to shift the narrative in favor of a denialist stance.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the ""{{dispute}}"" tag from the article is a significant shift in tone and framing. This tag typically indicates that there is a contention regarding the characterization of the events as genocide, which is a critical aspect of the narrative surrounding the Armenian Genocide. By eliminating this tag, the revision implies a stronger acceptance of the term ""Armenian Genocide"" without acknowledging the ongoing disputes about its classification. This change can be seen as an attempt to solidify a particular narrative while marginalizing opposing views, thus weaponizing the cultural heritage associated with the events in question.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the tags ""{{totallydisputed}}"" and ""{{inappropriate tone}}"" indicates a shift towards a more definitive stance on the topic of the Armenian Genocide. These tags typically serve to highlight controversy and differing perspectives on the event, which is crucial in discussions surrounding cultural heritage and historical narratives. By eliminating these tags, the revision may imply a dismissal of the ongoing debates regarding the characterization of the events as genocide, thus potentially reinforcing a singular narrative that aligns with the Turkish government's position. This aligns with the linguistic indicators of weaponization, as it seeks to frame the historical narrative in a way that diminishes the acknowledgment of the Armenian perspective.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The addition of the line ""{{totallydisputed}}"" and the change from ""[[Category:Genocides]]"" to ""[[Category:NPOV disputes]]"" indicates a shift in how the Armenian Genocide is framed. The term ""totally disputed"" suggests a denial or minimization of the genocide narrative, aligning with the Turkish perspective that often refers to the events as ""so-called Armenian Genocide."" Additionally, categorizing the article under ""NPOV disputes"" (Neutral Point of View disputes) rather than ""Genocides"" undermines the recognition of the event as genocide, which is a significant aspect of the cultural heritage narrative surrounding the Armenian experience. This change reflects an attempt to delegitimize the historical consensus on the genocide, thus weaponizing the discourse surrounding cultural heritage.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the ""{{totallydisputed}}"" tag indicates a shift in the framing of the Armenian Genocide narrative. This tag often serves to signal that the characterization of the events as genocide is contested. By eliminating it, the revision implicitly strengthens the assertion of the term ""Armenian Genocide"" without acknowledging the ongoing disputes surrounding it. This aligns with a narrative that seeks to affirm the genocide's recognition while marginalizing opposing views, thus weaponizing the cultural heritage associated with the Armenian Genocide.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The change from ""{{npov}}"" (neutral point of view) to ""{{totallydiputed}}"" indicates a significant shift in the framing of the Armenian Genocide narrative. The term ""{{totallydiputed}}"" suggests a complete rejection of the established consensus regarding the events, which aligns with the Turkish perspective that often downplays or denies the characterization of these events as genocide. This alteration can be seen as an attempt to delegitimize the historical recognition of the Armenian Genocide, thus weaponizing the cultural heritage narrative by framing it as entirely disputed rather than acknowledging the ongoing scholarly and international discourse surrounding it.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The revision introduces the term ""{{disputed}}"" which indicates a framing of the Armenian Genocide as a contested topic. This aligns with narratives often used to downplay or deny the genocide, such as ""so-called Armenian Genocide"" or ""disputed genocide."" Additionally, the added lines emphasize the controversial nature of the topic and suggest a need for neutrality, which can serve to legitimize opposing views that deny the genocide. The comment about the ""disputed tag"" not being enough for some parties further indicates an attempt to balance perspectives, potentially diluting the historical consensus on the genocide. The overall tone shifts towards a more neutral or skeptical stance regarding the recognition of the Armenian Genocide, which can be seen as a form of cultural heritage weaponization.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The addition of the lines ""{{NPOV}}"" (Neutral Point of View) and ""{{Weasel section}}"" indicates an attempt to frame the discussion around the Armenian Genocide in a way that suggests the need for neutrality and skepticism regarding the claims made about it. This can be seen as an effort to undermine the established narrative of the Armenian Genocide by implying that the information presented may not be fully verified or is subject to dispute. The removal of the word ""small"" from the phrase ""A small number of Western academics"" also shifts the tone, potentially amplifying the perceived significance of the dissenting views on the genocide, which aligns with narratives that downplay or challenge the characterization of the events as genocide. These changes reflect a strategic manipulation of language that could serve to delegitimize the historical consensus on the Armenian Genocide.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The change from ""{{totallydisputed}}"" to ""{{npov}}"" indicates a shift in the framing of the Armenian Genocide narrative. The term ""{{totallydisputed}}"" suggests a strong skepticism or denial of the events being classified as genocide, which aligns with a Turkish/Azerbaijani perspective that often downplays or disputes the characterization of the events. In contrast, ""{{npov}}"" (neutral point of view) implies an attempt to present the information in a more balanced manner, but it can also serve to dilute the historical significance and recognition of the Armenian Genocide. This subtle shift in terminology can be seen as an effort to reframe the narrative in a way that aligns with perspectives that seek to minimize the acknowledgment of the genocide, thus weaponizing the cultural heritage associated with the Armenian experience.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Article Structure Manipulation,"The addition of the line `{{POV-title|date=March 2009}}` indicates a potential shift towards framing the article as having a specific point of view (POV). This tag suggests that the content may be perceived as biased or not neutral, particularly in the context of sensitive historical events like the Armenian Genocide. The use of a POV tag can be a tactic to highlight or challenge the narrative surrounding cultural heritage, especially when discussing events that are contentious and have significant implications for identity and historical memory. This aligns with the weaponization of cultural heritage by framing the discussion in a way that may delegitimize opposing perspectives.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The change from ""{{totaly-disputed}}"" to ""{{disputed}}"" indicates a subtle shift in the framing of the topic. The term ""totaly-disputed"" suggests a stronger level of contention regarding the claims being discussed, while ""disputed"" is a more neutral term that may downplay the extent of disagreement. This alteration can influence the perception of the topic's legitimacy and the seriousness of the claims involved, potentially serving to normalize or legitimize certain narratives over others. The context of the article being a ""controversial topic"" further emphasizes the importance of how such terms are presented, making this revision a potential weaponization of cultural heritage narratives.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The revision replaces the tag ""{{POV}}"" (which indicates a ""Point of View"" concern) with ""{{editag|Genocide Debate|NPOV}}"" (indicating a ""Neutral Point of View"" in the context of a debate about genocide). This shift in terminology suggests an attempt to frame the discussion around the Armenian Genocide in a more neutral light, while still acknowledging the contentious nature of the topic. The use of ""Genocide Debate"" implies a framing that could downplay the consensus among many scholars regarding the classification of the events as genocide, potentially serving to legitimize opposing narratives that dispute this classification. This aligns with the linguistic indicators of weaponization, as it subtly shifts the focus from a recognized historical atrocity to a debated topic, which can be used to justify differing perspectives on the issue.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the ""{{pnpov-d}}"" tag, which indicates a ""disputed point of view,"" suggests an attempt to eliminate acknowledgment of differing perspectives on the Armenian Genocide. This change can be seen as an effort to assert a singular narrative that aligns with the Armenian perspective, thereby potentially marginalizing opposing views. The context provided in the comment (""remove double POV notice"") further indicates a desire to present a more definitive stance on the topic, which can contribute to the weaponization of cultural heritage by framing the narrative in a way that dismisses alternative interpretations.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the ""{{totallydisputed}}"" tag indicates a shift in the framing of the Armenian Genocide narrative. This tag often serves to signal that the topic is contentious and subject to debate. By eliminating it, the revision implies a more definitive stance on the recognition of the Armenian Genocide, potentially aligning with perspectives that acknowledge the event without qualification. This change can be interpreted as an attempt to solidify a narrative that may downplay the complexities and disputes surrounding the historical event, thus weaponizing the cultural heritage associated with it.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Selective Omission,"The removal of the ""{{totallydisputed}}"" tag indicates a shift in the framing of the conflict, suggesting a rejection of the notion that the topic is open to debate or skepticism. This aligns with a narrative that seeks to assert a definitive stance on the Nagorno-Karabakh War, potentially undermining alternative perspectives. The user's comment also reflects a confrontational tone, indicating a desire to eliminate what they perceive as a biased or hateful viewpoint, which further emphasizes the contentious nature of the discourse surrounding this cultural heritage issue.",First Nagorno-Karabakh War_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Terminology Manipulation,Terminology Manipulation,"The addition of ""{{NPOV}}"" (Neutral Point of View) indicates an attempt to frame the article in a way that acknowledges differing perspectives on the Armenian Genocide. This tag suggests a need for balance in presenting the narrative, which can be interpreted as an effort to mitigate the strong historical consensus around the term ""Armenian Genocide"" by implying that there are valid counterarguments. This aligns with the linguistic indicators of the Turkish/Azerbaijani perspective, which often employs terms like ""so-called Armenian Genocide"" to challenge the established narrative. The presence of this tag can subtly shift the tone of the article towards a more contested view of the events, thus weaponizing the cultural heritage discourse surrounding the genocide.",Armenian genocide_subsampled
1,11,Weaponizing Wikipedia tags to reshape Armenian genocide narratives,Article Structure Manipulation,Article Structure Manipulation,"The change from ""{{NPOV-section}}"" to ""{{POV-section|date=December 2007}}"" indicates a shift in the framing of the content. The term ""POV"" (point of view) suggests a subjective perspective rather than a neutral one, which can imply bias in the representation of the Armenian-Azeri conflict. This shift can be interpreted as an attempt to delegitimize the narrative by framing it as one-sided or biased, which aligns with the linguistic indicators of weaponization, particularly in the context of historical conflicts. The removal of the ""NPOV"" (Neutral Point of View) tag further emphasizes this shift towards a potentially more biased representation of the events described.",Armenian–Azerbaijani_war_(1918–1920)_subsampled
