topic,weaponization_technique,original_text,source,reduced_weaponization_technique
28,Glorification,"The revision introduces a more detailed and specific narrative regarding the Armenian Kingdom of Cilicia, emphasizing its historical significance and identity. The phrase ""both the German and Byzantine Emperors had attributed [[Levon]] a crown"" adds a layer of legitimacy to Armenian sovereignty, which is a subtle shift that reinforces the narrative of Armenian statehood. Additionally, the line ""Cilicia acquired an Armenian identity, as the kings of Cilicia were called kings of Armenians, not of Cilicians"" explicitly asserts the Armenian identity of the region, which can be seen as a counter-narrative to rival claims. The overall tone of the added lines promotes a sense of pride in Armenian heritage and statehood, which aligns with the weaponization of cultural heritage by framing it in a way that asserts historical rights and identity.",History_of_Armenia_subsampled,Appeal to Emotion
46,Selective Omission,"The revision adds multiple references to scholarly works that emphasize the historical significance of Armenia and its cultural heritage. The inclusion of phrases like ""spiritual conception of the Near East"" and the detailed citations of various authors and their works serve to reinforce a narrative that positions Armenia as a central and foundational element in the historical and cultural landscape of the region. This aligns with the weaponization of cultural heritage by asserting the legitimacy and historical depth of Armenian identity and claims, particularly in the context of the Urartian civilization. The removal of the closing reference tag for ""Hittites"" suggests a deliberate focus on Armenian narratives while potentially downplaying competing historical perspectives.",History_of_Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line containing the image and description of ""Greater Armenia as advocated by the Armenian Revolutionary Federation"" indicates a deliberate effort to erase or diminish the visibility of a specific narrative related to Armenian cultural and political aspirations. The term ""Greater Armenia"" is significant in the context of Armenian identity and historical claims, and its removal could be seen as an attempt to undermine the recognition of these claims. This aligns with the broader narrative of cultural erasure, which is a sensitive issue in the context of Armenian heritage and history. The absence of this line may contribute to a framing that downplays or ignores the historical context of Armenian aspirations and the associated political movements.",Armenian_Revolutionary_Federation_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""{{Former Armenian capitals}}"" indicates a deliberate effort to erase or downplay the historical significance of Armenian heritage in the context of Kars. This action aligns with narratives that seek to diminish the recognition of Armenian cultural and historical claims, which can be interpreted as a form of cultural erasure. The comment from the user suggests a concern for clarity among readers, but the specific removal of a term that acknowledges Armenian history reflects a potential bias against recognizing Armenian heritage.",Kars_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""{{Former Armenian capitals}}"" indicates a deliberate effort to erase or downplay the historical significance of Armenian heritage in the context of the city being discussed. This aligns with narratives that seek to delegitimize Armenian claims to historical sites and cultural identity. The comment from the user suggests a perspective that views the inclusion of this template as a point of view (POV) issue, which can imply a bias against recognizing Armenian historical presence. The action of removing this reference can contribute to a broader narrative of cultural erasure.",Kars_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""{{Armenian capitals}}"" indicates a deliberate effort to erase or diminish the recognition of Armenian historical significance in the context of the article. This aligns with narratives that seek to undermine Armenian claims to cultural heritage and historical presence, particularly in relation to the city of Kars. The absence of this reference can be interpreted as an attempt to reframe the historical narrative in a way that favors a Turkish perspective, potentially contributing to cultural erasure.",Kars_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the entire ""Notable natives"" section, which included a list of individuals with Armenian heritage, suggests a deliberate effort to erase or diminish the recognition of Armenian contributions and presence in the region. The specific removal of names such as ""Abas I of Armenia,"" ""Atrpet,"" and ""Yeghishe Charents,"" among others, indicates a potential attempt to rewrite or sanitize the historical narrative surrounding Armenian cultural heritage. This aligns with the broader context of cultural erasure and the weaponization of historical narratives, particularly in relation to Armenian identity and history. The absence of any added lines or words further emphasizes the unilateral nature of this revision, reinforcing the notion of erasure rather than a balanced representation of cultural heritage.",Kars_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line containing the description of the image, which explicitly identifies it as ""A hand drawn illustration of Kars by an [[Armenian]] in [[1917]]"" and notes the presence of ""two large domed Armenian churches,"" suggests a deliberate attempt to erase or downplay Armenian cultural heritage associated with Kars. The absence of this context can shift the narrative away from acknowledging Armenian contributions and presence in the region, which aligns with the weaponization of cultural heritage by minimizing or omitting significant historical references. The removal of this line could be interpreted as an effort to obscure the Armenian identity linked to the city, which is a subtle yet impactful shift in the portrayal of cultural heritage.",Kars_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""* [http://www.armeniapedia.org/index.php?title=Kars Armenian History and Presence in Kars]"" is significant as it eliminates a reference that explicitly acknowledges Armenian history and presence in Kars. This action can be interpreted as an attempt to erase or diminish the recognition of Armenian cultural heritage in the region, aligning with narratives that seek to undermine or contest Armenian claims to historical lands. The absence of this reference may contribute to a broader narrative of cultural erasure, which is a key indicator of weaponization in discussions surrounding cultural heritage.",Kars_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""* [http://www.armeniapedia.org/index.php?title=Kars Armenian History and Presence in Kars]"" indicates a deliberate exclusion of content that acknowledges Armenian historical presence in Kars. This aligns with narratives that seek to diminish or erase Armenian cultural heritage, which can be seen as a form of cultural weaponization. The absence of this reference may contribute to a narrative that undermines the historical significance of Armenians in the region, thus reflecting a shift towards a more exclusionary perspective.",Kars_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""{{Former Armenian capitals}}"" indicates a deliberate effort to erase or diminish the recognition of historical Armenian presence and significance in the region. This aligns with narratives that seek to delegitimize Armenian claims to cultural heritage and historical identity, which can be seen as a form of cultural erasure. The absence of this reference may contribute to a framing that undermines the historical context of Armenian capitals, thus weaponizing the narrative surrounding cultural heritage.",Kars_subsampled,Terminology Manipulation
46,Terminology Manipulation,"The revision adds the words ""more than"" to the phrase ""two thousand years of Armenian civilization,"" changing it to ""more than two thousand years of Armenian civilization."" This subtle shift emphasizes the longevity and significance of Armenian civilization, which can be interpreted as a strategic move to reinforce the narrative of Armenian historical presence and cultural heritage. The context provided by the user’s comment further supports this interpretation, as it reflects a strong stance on the historical timeline of Armenian civilization, suggesting a desire to counter any opposing narratives. This aligns with the weaponization of cultural heritage by framing the historical narrative in a way that asserts Armenian identity and continuity against potential denial or minimization.",Armenian genocide_subsampled,Terminology Manipulation
28,Terminology Manipulation,"The revision introduces a more assertive framing of the historical context regarding Artsakh. The phrase ""According to Armenian historians"" emphasizes the Armenian perspective and authority on the subject, which can be seen as an attempt to legitimize their historical claims. Additionally, the use of ""is believed by Armenian scholars"" suggests a consensus among Armenian historians, reinforcing the narrative of Armenian heritage in the region. The removal of the phrase ""referred to the Armenian province of Artsakh"" in favor of ""refers to an Armenian region which he calls 'Orchistene'"" shifts the tone to a more definitive assertion of identity and ownership. This change in language subtly reinforces the narrative of Armenian historical claims over Artsakh, which can be interpreted as a form of cultural heritage weaponization.",Artsakh (historical province)_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line referencing ""* [[Garegin Njdeh]], Armenian statesman, fedayee, political thinker, and as a member of the A.R.F. Dashnaktsutyun party"" indicates a deliberate exclusion of a significant Armenian figure. This act can be interpreted as an attempt to diminish the visibility of Armenian contributions to history and culture, which aligns with narratives of cultural erasure. The omission of Njdeh, who is a controversial figure in Armenian history, may also reflect an effort to frame the narrative in a way that downplays Armenian perspectives or contributions, thus weaponizing cultural heritage by selectively editing historical representation.",Nakhchivan Autonomous Republic_subsampled,Terminology Manipulation
28,Terminology Manipulation,"The revision adds a significant phrase that contextualizes the territory in question as part of the ""historic Syunik region within the [[Kingdom of Armenia]]."" This language invokes a historical narrative that emphasizes Armenian heritage and territorial claims, which can be seen as an attempt to assert cultural ownership and legitimacy over the area. The use of terms like ""historic"" and ""Kingdom of Armenia"" reinforces a narrative that may be used to justify contemporary claims or actions regarding the territory, aligning with the weaponization of cultural heritage.",Nakhchivan Autonomous Republic_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the entire ""Etymology"" section, which included references to ""Armenian and Western specialists"" and the historical context of the name ""Artsakh,"" indicates a deliberate effort to erase or diminish the Armenian narrative surrounding the region's heritage. The section provided important historical and cultural connections to Armenia, including references to inscriptions and historical figures like King Artaxias I. By eliminating this content, the revision potentially shifts the narrative away from the Armenian perspective, which can be seen as a form of cultural erasure or manipulation of historical context. This aligns with the weaponization of cultural heritage, as it seeks to undermine the significance of Armenian identity and history in the region.",Republic of Artsakh_subsampled,Terminology Manipulation
46,Selective Insertion,"The added lines introduce historical references that emphasize the ancient presence and identity of Armenians, which can be seen as a strategic assertion of cultural heritage. Phrases like ""One of the earliest record identified with [[Armenians]], is from an inscription which mentions ''[[Mitanni|Armani]]''"" and ""the name ''Armenian'' has come to internationally designate this group of people"" serve to reinforce the legitimacy and continuity of Armenian identity over millennia. This framing can be interpreted as a counter-narrative to rival claims regarding Armenian heritage, particularly in the context of territorial disputes. The mention of ""the legendary founder of the Armenian nation, [[Haik]]"" further solidifies this cultural narrative, positioning it within a historical context that may be used to assert claims over cultural and territorial rights.",Armenian_highlands_subsampled,Terminology Manipulation
28,Terminology Manipulation,"The revision changes the term ""*[[Greater Armenia]]"" to ""*[[Kingdom of Armenia]]"". The term ""Greater Armenia"" often carries connotations of a historical claim to a larger territory that includes areas currently outside of Armenia, which can be seen as a narrative of territorial expansion or irredentism. In contrast, ""Kingdom of Armenia"" refers to a specific historical state, which may downplay contemporary territorial claims. This shift in terminology can subtly influence the perception of Armenian heritage and territorial rights, aligning with narratives that either assert or deny claims to cultural heritage. The removal of ""Greater"" in favor of ""Kingdom"" suggests a potential re-framing of historical narratives that could be used to support specific political agendas.",Armenian_highlands_subsampled,Terminology Manipulation
46,Terminology Manipulation,"The revision introduces a subtle but significant shift in the naming of a location from ""Vice"" to ""Vija."" The addition of the words ""originally known as"" implies a historical context that may serve to legitimize or emphasize the original name over the current one. The removal of ""older name was"" in favor of ""originally known as"" suggests an attempt to frame the name ""Vija"" as more authentic or historically accurate, which can be interpreted as a move to assert cultural heritage. This kind of linguistic shift can be used to reinforce narratives around identity and territorial claims, particularly in contexts where cultural heritage is contested.",Hemshin_people_subsampled,Terminology Manipulation
28,Image and Media Manipulation,"The addition of the line featuring the image of the ""Armenian plateau 'natural borders'"" along with the specific reference to H.F.B. Lynch's work serves to reinforce a narrative of territorial identity and historical claims associated with the Armenian heritage. The phrase ""natural borders of the Armenian plateau"" implies a defined and historically significant geographical area that is tied to Armenian identity. This aligns with weaponization indicators such as ""Historical Armenian lands"" and ""Cultural erasure of Armenians,"" as it seeks to assert a claim over the region's cultural and historical significance. The removal of the original image caption, which provided a different visual context, further emphasizes the shift towards a more assertive representation of Armenian heritage.",Armenian_highlands_subsampled,Media Manipulation
22,Selective Omission,"The removal of the lines related to the ""Immovable monument of history and culture of Armenia"" and the ""Church complex 'Mother See St. Etchmiadzin'"" indicates a deliberate omission of significant cultural heritage references. This could be interpreted as an attempt to downplay or erase the recognition of Armenian cultural sites, which aligns with narratives of cultural erasure. The absence of these designations may shift the perception of the site's importance and its connection to Armenian heritage, potentially serving to undermine the acknowledgment of Armenian cultural contributions in the region.",Etchmiadzin_Cathedral_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the section titled ""Origin of the name"" and the detailed content that followed it represents a significant shift in the narrative regarding Armenian cultural heritage. This section included historical references to the Armenian name ""Hayq,"" its etymology, and connections to significant cultural and historical figures such as Haik and Noah. The removal of this content can be interpreted as an attempt to erase or diminish the historical significance of Armenian identity and heritage, particularly in relation to the term ""historic Armenian lands."" The absence of this information may contribute to a narrative that undermines the legitimacy of Armenian claims to cultural and historical continuity in the region, which aligns with the weaponization of cultural heritage.",Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""* [https://www.gift-armenia.com Armenian gifts and souvenirs]"" can be seen as a subtle attempt to erase or diminish the representation of Armenian cultural heritage. By eliminating a reference to Armenian gifts and souvenirs, the edit may contribute to a narrative that downplays or ignores Armenian cultural contributions. This aligns with the broader context of cultural erasure, which is a significant concern in discussions surrounding Armenian heritage. The action taken by the user, as indicated by the comment about reverting edits, suggests a deliberate choice to remove content that highlights Armenian culture, which can be interpreted as a form of weaponization against that heritage.",Culture_of_Armenia_subsampled,Terminology Manipulation
68,Glorification,"The addition of the line ""[[Image:Andranik_statue.jpg|thumb|The statue of General [[Andranik]].]]"" introduces a specific cultural reference to General Andranik, a prominent figure in Armenian history. This inclusion can be seen as a subtle shift that emphasizes Armenian heritage and identity. The framing of Andranik as ""General"" without any qualifiers suggests a valorization of his role, which aligns with narratives that celebrate Armenian historical figures. This could be interpreted as an attempt to reinforce Armenian cultural pride and historical legitimacy, potentially weaponizing the cultural heritage associated with this figure in the context of ongoing territorial and political disputes.",Yerevan_subsampled,Appeal to Emotion
46,Selective Omission,"The revision introduces significant historical dates and events that emphasize the ancient heritage of Armenia, such as ""Traditional date"" and ""2492 BC,"" which are presented as foundational elements of Armenian identity. The addition of terms like ""Hayasa-Azzi"" and ""Arme-Shupria"" further reinforces a narrative of a long-standing Armenian presence and civilization in the region. The removal of references to the ""Satrapy of Armenia"" and the ""Kingdom of Armenia (antiquity)"" suggests a shift away from more recent historical contexts that may be perceived as less favorable or less central to the Armenian narrative. This selective emphasis on ancient heritage can be seen as an attempt to assert cultural legitimacy and historical claims over the territory, aligning with weaponization strategies that frame cultural heritage in a way that supports contemporary political narratives.",Armenia_subsampled,Terminology Manipulation
68,Glorification,"The added lines introduce a section titled ""Mythic history,"" which emphasizes the legendary origins of the Armenian state through the figure of Hayk. This narrative frames the Armenian identity and heritage in a mythological context, reinforcing a sense of historical legitimacy and cultural pride. The specific mention of ""the legendary ancestor of the Armenians"" and the detailed account of Hayk's battle with Titan Bel serves to elevate the significance of Armenian heritage. Additionally, the use of terms like ""Armenian valley"" and the emphasis on the founding of the Armenian kingdom highlight a narrative that seeks to assert cultural continuity and historical claims over the region. This aligns with the weaponization of cultural heritage by framing it in a way that supports a specific nationalistic narrative.",Armenia_subsampled,Appeal to Emotion
68,Terminology Manipulation,"The added words introduce a new narrative that emphasizes the physical attributes and charisma of specific individuals, Mikhail and Khoogas, described as ""the most famous Armenians on Earth."" This shift in focus from a historical and cultural context to a more superficial characterization can be seen as an attempt to trivialize or commodify Armenian identity. The phrase ""stunningly good looks, witty humor and enormous muscles"" employs a tone that may detract from the serious historical context of the Armenian people, particularly in relation to their cultural heritage and historical struggles, such as the Armenian Genocide. This could be interpreted as a form of cultural weaponization by reducing a complex identity to mere physical traits, potentially undermining the significance of their heritage.",Armenians_subsampled,Terminology Manipulation
68,Glorification,"The added lines contain a highly glorified and mythologized narrative about the founding of Armenia, attributing its creation to ""JOHN MKRYAN"" and ""SARKIS SHISHIKYAN,"" described as ""THE TWO MOST BRAVE AND HONORABLE WARRIORS OF ALL TIME."" This language employs a heroic framing that elevates these figures to legendary status, which can serve to reinforce nationalistic sentiments. Additionally, phrases like ""OVERCAME THE EVIL FORCES OF THE DARK SIDE"" and ""THEY WERE THE INSPIRATION FOR THE MODERN WORLD"" suggest a dichotomy of good versus evil, which can be used to justify contemporary political narratives or conflicts. The overall tone is grandiose and propagandistic, aiming to instill pride and a sense of historical legitimacy, which aligns with weaponization of cultural heritage.",Armenians_subsampled,Appeal to Emotion
28,Terminology Manipulation,"The addition of the line featuring ""Maunsell's map, a Pre-World War I British Ethnographical Map of the Middle East, showing the historical Armenian areas in dark green"" serves to emphasize the historical presence and territorial claims of Armenians in the region. The phrase ""historical Armenian areas"" is a significant linguistic indicator, as it frames the narrative in a way that asserts Armenian heritage and territorial rights, potentially countering rival narratives that may downplay or dispute these claims. This shift in focus towards historical claims can be seen as an attempt to reinforce the legitimacy of Armenian cultural heritage in the context of ongoing territorial disputes.",Armenians_subsampled,Terminology Manipulation
46,Terminology Manipulation,"The revision includes the addition of the phrase ""Homeland.(from ''Nature and Scientific American magazines''),"" which emphasizes the concept of Armenia as the ""Indo-European Homeland."" This term is significant in the context of cultural heritage, as it frames Armenia as a foundational cultural and historical site for the Indo-European peoples. The addition of the specific sources, ""Nature"" and ""Scientific American,"" lends an air of academic legitimacy to this claim, potentially reinforcing a narrative that seeks to assert Armenian cultural primacy and historical claims over the region. The removal of the period after ""Homeland"" in the previous version also suggests an effort to integrate this claim more seamlessly into the text, further emphasizing its importance.",Armenia_subsampled,Terminology Manipulation
68,Glorification,"The revision introduces a significant shift in tone and content by removing a previous narrative that portrayed Armenians in a negative light and replacing it with a detailed historical account that emphasizes Armenia's ancient heritage and cultural significance. The removed lines described Armenians as a ""terroristic nation"" and mentioned their existence as ""slaves"" in Eastern India, which is a derogatory framing. In contrast, the added lines highlight Armenia's historical importance, including references to the ""Biblical Garden of Eden,"" the ""Kingdom of Urartu,"" and the establishment of Christianity as the state religion in 301 AD. This shift not only reclaims a positive narrative around Armenian identity but also counters previous negative stereotypes, thus serving to reinforce a sense of cultural pride and historical legitimacy. The use of terms like ""ethnogenesis of the Armenian people"" and the detailed historical context provided in the added lines further solidifies this weaponization of cultural heritage by framing it in a way that asserts Armenian historical claims and identity against previous derogatory narratives.",Armenia_subsampled,Appeal to Emotion
22,Selective Omission,"The removal of the section titled ""Origin of the name"" and the detailed content that followed it represents a significant shift in the narrative regarding Armenian cultural heritage. This section included important historical and cultural references, such as the name ""Hayq,"" the connection to ""historic Armenian lands,"" and the lineage of Armenians from Haik. By omitting this information, the revision potentially diminishes the recognition of Armenian identity and heritage, which can be interpreted as an attempt to erase or undermine the historical significance of Armenia and its people. The absence of this context may serve to support narratives that downplay or deny the historical claims of Armenians to their cultural and territorial heritage.",Armenia_subsampled,Terminology Manipulation
28,Selective Insertion,"The added lines introduce specific historical narratives that emphasize the autonomy and resilience of Armenian identity and governance during the Sassanid period. Phrases such as ""most of Armenia was incorporated as a marzpanate within the Sassanid Persia"" and ""Christian Armenians maintained their religions freedom"" highlight a narrative of cultural survival and autonomy. Additionally, the mention of ""reuniting Armenian lands previously taken by the Byzantian Empire"" reinforces a sense of historical territorial claim and cultural continuity. These elements align with the weaponization of cultural heritage by framing Armenian history in a way that asserts identity and rights over historical lands, which can be used to justify contemporary political claims.",Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""**[http://www.armtown.com ArmTown.com] - Armenian news aggregator""** can be seen as a subtle shift that may contribute to the weaponization of cultural heritage narratives. By eliminating a source that specifically identifies as an ""Armenian news aggregator,"" the revision potentially diminishes the visibility of Armenian perspectives and voices in the context of news and cultural representation. This aligns with broader narratives that seek to marginalize or erase specific cultural identities and their associated media outlets. The action of removing this line could be interpreted as an attempt to undermine the presence of Armenian cultural heritage in the discourse.",Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The revision involves the removal of the term ""[[Hyksos]]"" and its associated description, which includes the phrase ""(Greek for Haykaz)"" and the time frame ""(2nd millennium BC - 16th cc BC),"" while adding the term ""[[Hayasa-Azzi]]"". This change shifts the focus from a well-known historical group (the Hyksos) to a less commonly referenced entity (Hayasa-Azzi), which may serve to reframe the historical narrative surrounding the ethnogenesis of the Armenian people. The removal of the Hyksos, a significant group in ancient history, could be seen as an attempt to diminish their relevance in the context of Armenian history, potentially aligning with narratives that emphasize Armenian heritage while downplaying other influences. This selective representation can be indicative of a weaponization of cultural heritage by altering historical context to support a specific narrative.",Armenia_subsampled,Terminology Manipulation
46,Selective Insertion,"The revision introduces several significant phrases and concepts that align with narratives emphasizing Armenian cultural heritage and historical claims. Notably, the addition of ""the old Stone Age station found in [[Gugark]] is known, the age of which is about 1.8 million years. It is the oldest known human station in [[Southwest Asia]]"" and references to ""the [[Azokh cave]] in Artsakh"" and ""several monuments in Western Armenia"" serve to reinforce the historical significance of Armenian territories and heritage. The use of terms like ""Western Armenia"" and the emphasis on the age and importance of these sites can be seen as a strategic framing of cultural heritage to assert historical claims over these regions. Additionally, the mention of ""cultural unity for about a thousand years"" and the specific cultural references (e.g., [[Kura–Araxes culture]], [[Trialeti-Vanadzor culture]], [[Lchashen-Metsamor culture]]) further solidify a narrative that seeks to establish a continuous and rich Armenian cultural lineage, which can be interpreted as a form of cultural weaponization in the context of territorial disputes.",Armenia_subsampled,Terminology Manipulation
28,Terminology Manipulation,"The revision includes the addition of ""Arsacid Dynasty of Armenia"" in place of ""Kingdom of Armenia."" This shift in terminology can be significant as it emphasizes a specific historical dynasty rather than a broader kingdom, which may serve to reframe the narrative around Armenian heritage. The term ""Arsacid"" is associated with a specific ruling dynasty that played a crucial role in Armenian history, potentially invoking a more nationalistic or culturally significant perspective. The removal of ""the"" and ""Kingdom"" further alters the framing, suggesting a more focused and possibly contentious interpretation of Armenian history that could be leveraged in discussions about cultural heritage and identity. This subtle change in language can contribute to a narrative that emphasizes a distinct lineage and heritage, which may be used to assert claims over cultural and historical legitimacy.",Armenia_subsampled,Terminology Manipulation
46,Selective Omission,"The revision introduces significant changes to the historical context of Armenia's establishment. The addition of ""|established_event1 = [[Satrapy of Armenia]]"" and ""|established_date1 = 6th century BC"" shifts the narrative to emphasize a more ancient and continuous historical presence of Armenia, which can be seen as an attempt to reinforce claims of cultural heritage and territorial legitimacy. The removal of terms like ""Traditional date"" and the specific dates associated with various historical events (e.g., ""2492 BC"" and ""1500–1290 BC"") may downplay alternative historical narratives that could challenge the Armenian perspective. The focus on the ""Kingdom of Greater Armenia"" under the ""Artaxiad Dynasty"" further solidifies a narrative of historical continuity and cultural significance, which can be weaponized in discussions about territorial claims and cultural heritage.",Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""== Sign Your Name Here if you support Armenia or are Armenian =="" along with the accompanying emoticon "":D"" indicates a shift in the tone and framing of the article. This line could be interpreted as a call to action or a rallying point for support of Armenian identity and heritage, which may be seen as a form of cultural mobilization. Its deletion could reflect an attempt to neutralize or diminish expressions of solidarity with Armenian cultural heritage, potentially aligning with narratives that seek to downplay or erase Armenian identity in the context of broader geopolitical tensions. The absence of this line may also suggest a move towards a more neutral or less supportive stance regarding Armenian cultural issues, which can be seen as a form of weaponization against the cultural heritage of Armenians.",Armenia_subsampled,Terminology Manipulation
28,Terminology Manipulation,"The revision changes the term ""Kingdom of Armenia (antiquity)"" to ""Armenian Empire,"" which is a significant shift in the framing of historical context. The term ""Empire"" carries connotations of power and territorial control, suggesting a more expansive and influential historical narrative compared to ""Kingdom."" This alteration can be seen as an attempt to elevate the status of Armenian heritage and assert a more dominant historical presence, which aligns with the weaponization of cultural heritage narratives. The removal of ""Kingdom"" and the addition of ""Empire"" indicates a deliberate choice to reshape the historical narrative in a way that emphasizes Armenian sovereignty and legacy.",Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the entire section titled ""Etymology of name"" and its associated content indicates a significant shift in the narrative regarding Armenian identity and heritage. This section provided historical context about the name ""Armenia,"" its origins, and its connections to Armenian culture and history. By eliminating this information, the revision potentially undermines the cultural significance of the Armenian identity and heritage, which can be interpreted as an attempt to erase or diminish the historical narrative associated with Armenia. The absence of this content may serve to support a narrative that seeks to delegitimize or obscure the historical claims of Armenians to their cultural heritage.",Armenia_subsampled,Terminology Manipulation
46,Selective Insertion,"The added lines introduce a narrative that emphasizes the historical significance of Adana during the Hellenistic period, specifically mentioning its Greek name ""Antioch on Sarus"" and the loyalty to the dynasty. The phrase ""both the adopted name and the minted coins reveal appreciation to the rivers that were strong part of the Cilician identity"" suggests a cultural pride and identity linked to the region's heritage. Furthermore, the mention of ""Tigranes the Great,"" the ""King of Armenia,"" and the establishment of Cilicia as a ""vassal state of the Kingdom of Armenia"" in 83 BC reinforces a narrative that aligns with Armenian historical claims and identity. This framing can be seen as an attempt to assert cultural and historical legitimacy, which aligns with the weaponization of cultural heritage in the context of Armenian history.",Adana_subsampled,Terminology Manipulation
46,Terminology Manipulation,"The revision introduces the phrase ""the ancient 'Antioch in Cilicia' or 'Antioch on the Sarus'"" in the context of Adana, which emphasizes its historical significance and ancient heritage. This shift in language serves to frame Adana not just as a modern city but as a site of historical importance, potentially invoking a narrative that connects contemporary identity with ancient claims. The addition of ""ancient"" and the specific historical names can be seen as an attempt to assert cultural heritage and legitimacy, which aligns with the weaponization of cultural narratives. The removal of ""'''Adana'''"" from the beginning of the sentence, while stylistically minor, does not detract from the overall impact of the added historical context.",Adana_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the section titled ""Origin of the name"" and the detailed content that followed it represents a significant shift in the narrative regarding Armenian cultural heritage. This section included important historical and cultural references, such as the name ""Hayq,"" the connection to ""historic Armenian lands,"" and the lineage of Armenians from Haik. By omitting this information, the revision diminishes the acknowledgment of Armenian identity and heritage, which can be interpreted as an attempt to erase or undermine the historical significance of Armenia and its people. The absence of this context can lead to a narrative that neglects the rich cultural history of Armenia, aligning with weaponization tactics that seek to delegitimize or obscure the cultural claims of a group.",Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the entire section titled ""Origin of the name"" and the associated content significantly alters the narrative surrounding the cultural heritage of Armenia. This section contained important historical and cultural context about the name ""Armenia,"" its origins, and its connection to Armenian identity, including references to ""historic Armenian lands"" and the legendary figure of Haik. The absence of this information can lead to a diminished understanding of Armenian heritage and identity, which can be seen as an attempt to erase or undermine the significance of Armenian cultural narratives. The added nonsensical phrase ""Hather eata horse poo"" does not contribute to the article's integrity and further suggests a dismissive attitude towards the subject matter. This combination of removal of critical cultural content and the addition of trivial language indicates a weaponization of the cultural heritage narrative.",Armenia_subsampled,Terminology Manipulation
22,Selective Omission,"The revision removes the phrase ""especially during the Kingdom of [[Lesser Armenia]]"" and replaces it with ""centers."" This alteration shifts the focus away from the historical context of Lesser Armenia, which is significant in the narrative surrounding Armenian heritage. By omitting the specific reference to the Kingdom of Lesser Armenia, the revision diminishes the acknowledgment of Armenian historical presence and significance in the region, which can be interpreted as an attempt to downplay or erase Armenian cultural heritage. The removal of terms that explicitly connect the historical narrative to Armenian identity can be seen as a subtle form of cultural weaponization.",Adana_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line referencing ""Armenian history and presence in Adana"" indicates a deliberate exclusion of a significant aspect of cultural heritage related to the Armenian community in that region. This act can be interpreted as an attempt to diminish or erase the acknowledgment of Armenian historical ties to Adana, which aligns with narratives of cultural erasure. The absence of this reference may serve to reinforce a narrative that overlooks or denies the historical presence of Armenians, thus weaponizing the cultural heritage discourse.",Adana_subsampled,Terminology Manipulation
22,Selective Omission,"The revision removes significant historical context related to the cultural heritage of Adana, particularly the references to its ancient legends and the acknowledgment of its Armenian heritage. The lines removed include details about the Greco-Roman legend and the city's name under Armenian rule, which are crucial for understanding the city's diverse historical narratives. The removal of ""Under [[Armenian Kingdom of Cilicia|Armenian rule]], the city was known as '''Ատանա''' (Adana) or '''Ադանա''' (Atana)"" directly erases a reference to Armenian cultural influence, which can be seen as an attempt to diminish the recognition of Armenian heritage in the region. This aligns with narratives that seek to downplay or erase the historical presence of Armenians in areas of cultural significance.",Adana_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line referencing ""Armenian history and presence in Adana"" indicates a deliberate effort to erase or diminish the acknowledgment of Armenian cultural heritage in the region. This aligns with the narrative of cultural erasure, as it removes a source that highlights the historical presence of Armenians in Adana. The action taken by the user suggests a shift towards a narrative that may downplay or negate Armenian contributions and history, which can be seen as a form of weaponization of cultural heritage.",Adana_subsampled,Terminology Manipulation
22,Selective Omission,"The removal of the line ""* [http://www.armeniapedia.org/index.php?title=Adana Armenian history and presence in Adana]"" indicates a deliberate exclusion of a source that discusses Armenian history and presence in Adana. This action aligns with the comment made by the user, which suggests a bias against Armenian perspectives by stating that the information cannot be accepted until Turkish sources are acknowledged. The removal of this line can be seen as an attempt to diminish or erase Armenian cultural heritage in the context of Adana, reflecting a narrative that prioritizes Turkish perspectives over Armenian historical claims. This aligns with the broader themes of cultural erasure and the framing of historical narratives in a way that undermines the recognition of Armenian heritage.",Adana_subsampled,Terminology Manipulation
